,date,home_team,home_goals_offense,home_goals_defense,home_offense,home_in_game,home_defense,away_team,away_goals_offense,away_goals_defense,away_offense,away_in_game,away_defense,result
1379,2014-02-17,Malaga,0.79,1.6,0.51,0.59,0.47,Sociedad,1.65,1.3,0.57,0.66,0.43,0.0
1380,2014-02-21,Valladolid,1.0,1.6,0.45,0.61,0.37,Levante,1.03,0.8,0.43,0.54,0.36,0.5
1381,2014-02-22,Almeria,0.73,0.8,0.47,0.57,0.34,Malaga,0.63,1.5,0.51,0.58,0.49,0.5
1382,2014-02-22,Celta,1.36,1.1,0.5,0.59,0.46,Getafe,0.39,1.8,0.47,0.52,0.4,0.5
1383,2014-02-22,Real Madrid,2.73,0.7,0.8,0.62,0.55,Elche,0.67,1.7,0.46,0.54,0.5,1.0
1384,2014-02-22,Sociedad,1.87,1.2,0.6,0.66,0.42,Barcelona,3.01,1.2,0.69,0.7,0.6,1.0
1385,2014-02-23,Betis,0.6,2.5,0.52,0.53,0.42,Ath Bilbao,1.96,1.0,0.57,0.56,0.44,0.0
1386,2014-02-23,Osasuna,1.37,1.2,0.52,0.52,0.45,Ath Madrid,1.9,1.2,0.61,0.55,0.58,1.0
1387,2014-02-23,Valencia,1.97,1.1,0.62,0.56,0.49,Granada,0.85,1.3,0.51,0.56,0.4,1.0
1388,2014-02-23,Vallecano,1.09,2.4,0.58,0.51,0.43,Sevilla,1.27,1.6,0.61,0.51,0.48,0.0
1389,2014-02-24,Espanol,1.15,1.2,0.49,0.49,0.46,Villarreal,1.81,1.7,0.55,0.61,0.49,0.0
1390,2014-02-28,Ath Bilbao,2.21,0.8,0.6,0.57,0.44,Granada,0.73,1.8,0.49,0.55,0.38,1.0
1391,2014-03-01,Elche,0.69,1.3,0.46,0.54,0.53,Celta,1.12,0.9,0.49,0.59,0.46,1.0
1392,2014-03-01,Getafe,0.39,1.6,0.47,0.52,0.41,Espanol,1.0,1.1,0.48,0.49,0.47,0.5
1393,2014-03-01,Levante,1.03,0.6,0.44,0.53,0.36,Osasuna,1.12,1.1,0.49,0.52,0.43,1.0
1394,2014-03-01,Malaga,0.69,1.3,0.53,0.58,0.48,Valladolid,0.85,1.7,0.45,0.61,0.37,0.5
1395,2014-03-02,Ath Madrid,1.79,1.3,0.63,0.55,0.58,Real Madrid,2.67,0.8,0.79,0.62,0.52,0.5
1396,2014-03-02,Barcelona,3.19,1.3,0.74,0.7,0.63,Almeria,0.75,1.4,0.47,0.57,0.31,1.0
1397,2014-03-02,Sevilla,1.21,1.2,0.61,0.51,0.48,Sociedad,1.33,1.3,0.56,0.66,0.42,1.0
1398,2014-03-02,Vallecano,0.99,2.0,0.59,0.51,0.44,Valencia,1.69,1.0,0.59,0.56,0.48,1.0
1399,2014-03-02,Villarreal,1.84,1.6,0.54,0.61,0.49,Betis,0.57,1.9,0.53,0.53,0.44,0.5
1400,2014-03-08,Betis,0.76,1.8,0.54,0.54,0.45,Getafe,0.27,1.5,0.47,0.53,0.38,1.0
1401,2014-03-08,Celta,0.87,1.1,0.49,0.59,0.45,Ath Madrid,1.57,1.2,0.63,0.55,0.6,0.0
1402,2014-03-08,Granada,0.88,1.5,0.51,0.55,0.42,Villarreal,1.6,1.6,0.52,0.61,0.48,1.0
1403,2014-03-08,Valladolid,0.88,1.4,0.44,0.61,0.38,Barcelona,2.57,1.1,0.69,0.7,0.63,1.0
1404,2014-03-09,Almeria,0.85,1.7,0.47,0.57,0.32,Sevilla,1.43,1.1,0.63,0.51,0.47,0.0
1405,2014-03-09,Espanol,1.15,0.9,0.52,0.49,0.46,Elche,0.79,1.7,0.47,0.54,0.49,1.0
1406,2014-03-09,Real Madrid,2.79,0.6,0.81,0.62,0.55,Levante,0.88,0.9,0.42,0.53,0.33,1.0
1407,2014-03-09,Valencia,1.54,0.8,0.61,0.56,0.48,Ath Bilbao,2.15,0.8,0.57,0.57,0.43,0.5
1408,2014-03-10,Osasuna,1.0,1.2,0.5,0.53,0.43,Malaga,0.76,1.2,0.54,0.57,0.48,0.0
1409,2014-03-10,Sociedad,1.43,1.4,0.59,0.66,0.4,Vallecano,1.39,2.0,0.62,0.51,0.42,0.0
1410,2014-03-14,Getafe,0.7,1.6,0.5,0.52,0.37,Granada,1.31,1.6,0.53,0.55,0.39,0.5
1411,2014-03-15,Ath Madrid,1.67,1.0,0.62,0.55,0.6,Espanol,1.06,1.0,0.48,0.49,0.47,1.0
1412,2014-03-15,Levante,0.85,0.9,0.42,0.53,0.34,Celta,0.99,0.9,0.51,0.59,0.46,0.0
1413,2014-03-15,Malaga,0.7,1.0,0.52,0.58,0.47,Real Madrid,2.42,0.5,0.78,0.62,0.54,0.0
1414,2014-03-15,Vallecano,1.49,1.7,0.62,0.52,0.43,Almeria,0.7,2.2,0.47,0.57,0.32,1.0
1415,2014-03-16,Barcelona,3.13,1.0,0.81,0.7,0.64,Osasuna,0.72,2.2,0.5,0.53,0.37,1.0
1416,2014-03-16,Elche,0.67,1.2,0.45,0.54,0.52,Betis,0.76,1.5,0.52,0.53,0.45,0.5
1417,2014-03-16,Sevilla,1.77,1.0,0.66,0.52,0.47,Valladolid,0.88,1.8,0.44,0.61,0.34,1.0
1418,2014-03-16,Sociedad,1.36,1.4,0.57,0.66,0.43,Valencia,1.05,0.9,0.6,0.55,0.48,1.0
1419,2014-03-17,Villarreal,1.27,1.4,0.54,0.61,0.49,Ath Bilbao,2.24,0.8,0.57,0.57,0.44,0.5
1420,2014-03-21,Celta,0.75,1.1,0.5,0.59,0.44,Malaga,0.97,0.9,0.54,0.57,0.48,0.0
1421,2014-03-22,Ath Bilbao,1.84,0.7,0.58,0.57,0.45,Getafe,0.7,1.5,0.47,0.52,0.38,1.0
1422,2014-03-22,Espanol,0.94,0.8,0.48,0.5,0.48,Levante,0.66,0.9,0.42,0.52,0.35,0.5
1423,2014-03-22,Granada,1.16,1.5,0.51,0.55,0.42,Elche,0.57,1.3,0.45,0.52,0.51,1.0
1424,2014-03-22,Valladolid,1.0,1.5,0.44,0.61,0.37,Vallecano,1.55,1.5,0.59,0.52,0.43,0.5
1425,2014-03-23,Betis,0.67,1.6,0.51,0.53,0.43,Ath Madrid,1.73,0.9,0.64,0.56,0.61,0.0
1426,2014-03-23,Osasuna,0.75,2.4,0.51,0.53,0.42,Sevilla,1.98,1.1,0.63,0.52,0.47,0.0
1427,2014-03-23,Real Madrid,2.57,1.0,0.81,0.62,0.49,Barcelona,3.25,1.4,0.75,0.7,0.59,0.0
1428,2014-03-23,Valencia,1.3,0.9,0.62,0.56,0.49,Villarreal,1.09,1.5,0.53,0.61,0.48,1.0
1429,2014-03-24,Almeria,1.22,2.1,0.5,0.57,0.31,Sociedad,1.7,1.7,0.6,0.66,0.39,1.0
1430,2014-03-25,Elche,0.42,1.1,0.45,0.52,0.53,Ath Bilbao,1.45,0.5,0.56,0.58,0.45,0.5
1431,2014-03-25,Malaga,1.06,1.2,0.52,0.56,0.46,Espanol,1.03,0.8,0.5,0.5,0.47,0.0
1432,2014-03-26,Ath Madrid,1.75,0.7,0.62,0.56,0.61,Granada,1.03,1.5,0.49,0.55,0.41,1.0
1433,2014-03-26,Barcelona,3.59,1.1,0.73,0.69,0.62,Celta,0.69,1.4,0.5,0.59,0.43,1.0
1434,2014-03-26,Sevilla,2.07,1.2,0.62,0.52,0.46,Real Madrid,2.15,1.3,0.78,0.62,0.52,1.0
1435,2014-03-26,Vallecano,1.61,1.3,0.59,0.52,0.44,Osasuna,0.57,2.5,0.49,0.53,0.44,1.0
1436,2014-03-27,Almeria,1.49,2.2,0.49,0.56,0.33,Valencia,1.45,1.2,0.61,0.56,0.47,0.5
1437,2014-03-27,Getafe,0.52,1.4,0.47,0.52,0.39,Villarreal,1.0,1.4,0.53,0.6,0.51,0.0
1438,2014-03-27,Levante,0.69,1.2,0.43,0.52,0.33,Betis,1.06,1.3,0.54,0.53,0.45,0.0
1439,2014-03-27,Sociedad,1.49,1.4,0.58,0.66,0.43,Valladolid,0.79,1.4,0.43,0.6,0.37,1.0
1440,2014-03-29,Ath Bilbao,1.03,0.7,0.57,0.57,0.44,Ath Madrid,1.67,0.6,0.64,0.56,0.6,0.0
1441,2014-03-29,Celta,0.57,1.2,0.52,0.6,0.46,Sevilla,1.75,1.1,0.59,0.52,0.46,1.0
1442,2014-03-29,Espanol,0.91,0.8,0.48,0.5,0.46,Barcelona,3.09,1.1,0.71,0.69,0.62,0.0
1443,2014-03-29,Real Madrid,2.64,1.2,0.84,0.62,0.54,Vallecano,1.33,1.8,0.58,0.53,0.39,1.0
1444,2014-03-30,Osasuna,0.67,2.0,0.5,0.52,0.44,Sociedad,1.37,1.5,0.58,0.66,0.43,0.5
1445,2014-03-30,Valencia,1.49,1.4,0.61,0.56,0.46,Getafe,0.88,1.4,0.5,0.52,0.39,0.0
1446,2014-03-30,Valladolid,0.79,1.2,0.45,0.61,0.38,Almeria,1.34,2.0,0.48,0.56,0.33,1.0
1447,2014-03-30,Villarreal,1.06,1.4,0.52,0.61,0.5,Elche,0.51,1.0,0.46,0.53,0.52,0.5
1448,2014-03-31,Betis,1.03,1.3,0.53,0.53,0.44,Malaga,1.31,1.1,0.54,0.56,0.47,0.0
1449,2014-03-31,Granada,0.93,1.4,0.49,0.55,0.4,Levante,0.7,1.0,0.45,0.52,0.36,0.0
1450,2014-04-04,Almeria,1.3,2.0,0.49,0.56,0.32,Osasuna,0.88,1.8,0.51,0.53,0.43,0.0
1451,2014-04-05,Ath Madrid,1.39,0.6,0.61,0.56,0.61,Villarreal,0.85,1.3,0.51,0.61,0.5,1.0
1452,2014-04-05,Barcelona,3.29,0.9,0.74,0.7,0.61,Betis,0.95,1.7,0.52,0.53,0.43,1.0
1453,2014-04-05,Sociedad,1.15,1.5,0.57,0.66,0.39,Real Madrid,2.91,1.0,0.83,0.62,0.55,0.0
1454,2014-04-05,Vallecano,1.57,1.6,0.61,0.53,0.43,Celta,0.45,1.4,0.51,0.6,0.43,1.0
1455,2014-04-06,Elche,0.55,0.8,0.47,0.53,0.53,Getafe,0.88,1.4,0.47,0.52,0.39,1.0
1456,2014-04-06,Malaga,1.55,1.1,0.56,0.56,0.47,Granada,0.87,1.9,0.5,0.54,0.39,1.0
1457,2014-04-06,Sevilla,2.0,1.0,0.64,0.52,0.46,Espanol,0.88,1.3,0.49,0.5,0.43,1.0
1458,2014-04-06,Valladolid,0.69,1.2,0.44,0.61,0.37,Valencia,1.18,1.2,0.6,0.56,0.48,0.5
1459,2014-04-07,Levante,0.85,1.1,0.43,0.52,0.34,Ath Bilbao,1.18,0.8,0.58,0.57,0.45,0.0
1460,2014-04-11,Osasuna,0.76,1.3,0.49,0.53,0.45,Valladolid,0.51,0.8,0.44,0.61,0.38,0.5
1461,2014-04-12,Celta,0.7,1.6,0.53,0.6,0.43,Sociedad,1.36,1.9,0.59,0.65,0.41,0.5
1462,2014-04-12,Granada,0.85,1.6,0.5,0.55,0.42,Barcelona,2.53,1.0,0.7,0.7,0.61,1.0
1463,2014-04-12,Real Madrid,3.19,0.8,0.83,0.62,0.55,Almeria,1.05,2.3,0.48,0.57,0.31,1.0
1464,2014-04-12,Villarreal,0.79,1.0,0.52,0.61,0.51,Levante,0.82,1.1,0.42,0.52,0.35,1.0
1465,2014-04-13,Betis,0.85,1.7,0.51,0.53,0.44,Sevilla,1.94,0.7,0.61,0.52,0.47,0.0
1466,2014-04-13,Espanol,1.06,1.5,0.49,0.5,0.45,Vallecano,1.43,1.8,0.6,0.53,0.42,0.5
1467,2014-04-13,Getafe,0.7,1.4,0.47,0.51,0.38,Ath Madrid,1.61,0.5,0.62,0.56,0.62,0.0
1468,2014-04-13,Valencia,1.12,1.2,0.61,0.55,0.48,Elche,0.58,0.9,0.46,0.53,0.51,1.0
1469,2014-04-14,Ath Bilbao,1.58,0.7,0.58,0.57,0.46,Malaga,1.46,1.2,0.52,0.56,0.46,1.0
1470,2014-04-18,Ath Madrid,1.55,0.4,0.62,0.56,0.62,Elche,0.55,1.2,0.45,0.52,0.51,1.0
1471,2014-04-19,Levante,0.69,1.1,0.42,0.52,0.36,Getafe,0.6,1.1,0.47,0.51,0.4,0.5
1472,2014-04-19,Osasuna,0.82,1.3,0.5,0.53,0.44,Valencia,1.12,1.2,0.6,0.55,0.48,0.5
1473,2014-04-19,Sociedad,1.39,1.7,0.6,0.65,0.41,Espanol,1.09,1.7,0.48,0.5,0.44,1.0
1474,2014-04-20,Almeria,1.12,2.7,0.5,0.57,0.31,Celta,1.16,1.8,0.56,0.6,0.44,0.0
1475,2014-04-20,Barcelona,2.21,0.9,0.73,0.7,0.61,Ath Bilbao,1.58,0.8,0.56,0.57,0.44,1.0
1476,2014-04-20,Sevilla,2.43,0.6,0.63,0.52,0.47,Granada,0.73,2.1,0.49,0.55,0.39,1.0
1477,2014-04-20,Vallecano,1.83,1.4,0.62,0.53,0.43,Betis,0.97,1.9,0.52,0.53,0.43,1.0
1478,2014-04-21,Malaga,1.58,1.1,0.54,0.55,0.49,Villarreal,0.69,1.0,0.5,0.61,0.49,1.0
1479,2014-04-25,Elche,0.67,1.1,0.47,0.52,0.51,Levante,0.69,1.0,0.43,0.52,0.35,0.5
1480,2014-04-26,Betis,0.75,1.8,0.51,0.53,0.44,Sociedad,1.31,1.5,0.59,0.66,0.42,0.0
1481,2014-04-26,Getafe,0.69,1.0,0.48,0.51,0.4,Malaga,1.39,1.1,0.52,0.55,0.48,1.0
1482,2014-04-26,Granada,0.63,2.3,0.49,0.55,0.39,Vallecano,2.13,1.3,0.62,0.53,0.44,0.0
1483,2014-04-26,Real Madrid,3.28,0.6,0.84,0.62,0.55,Osasuna,0.57,1.8,0.49,0.54,0.41,1.0
1484,2014-04-27,Ath Bilbao,1.85,0.9,0.58,0.58,0.45,Sevilla,2.27,0.9,0.59,0.52,0.45,1.0
1485,2014-04-27,Espanol,1.03,1.7,0.48,0.5,0.45,Almeria,1.27,2.6,0.49,0.57,0.33,0.0
1486,2014-04-27,Valencia,0.88,1.2,0.59,0.55,0.47,Ath Madrid,1.61,0.2,0.61,0.56,0.62,0.0
1487,2014-04-27,Villarreal,0.82,1.4,0.52,0.61,0.48,Barcelona,2.33,1.0,0.74,0.7,0.59,0.0
1488,2014-04-28,Celta,1.71,1.6,0.56,0.6,0.45,Valladolid,0.57,1.2,0.45,0.6,0.35,1.0
1489,2014-05-02,Vallecano,2.0,1.4,0.59,0.53,0.42,Ath Bilbao,1.91,0.8,0.58,0.58,0.46,0.0
1490,2014-05-03,Barcelona,2.33,1.2,0.73,0.69,0.59,Getafe,0.82,1.1,0.49,0.51,0.38,0.5
1491,2014-05-03,Malaga,1.21,1.0,0.51,0.55,0.48,Elche,0.67,1.0,0.47,0.52,0.53,0.0
1492,2014-05-03,Osasuna,0.51,2.0,0.5,0.54,0.43,Celta,1.89,1.5,0.54,0.6,0.45,0.0
1493,2014-05-03,Valladolid,0.67,1.0,0.45,0.61,0.38,Espanol,0.97,1.7,0.48,0.5,0.45,1.0
1494,2014-05-04,Almeria,1.67,2.5,0.5,0.56,0.32,Betis,0.94,2.0,0.53,0.53,0.42,1.0
1495,2014-05-04,Levante,0.76,0.9,0.43,0.52,0.35,Ath Madrid,1.3,0.4,0.6,0.56,0.59,1.0
1496,2014-05-04,Real Madrid,3.21,0.8,0.81,0.63,0.53,Valencia,1.06,1.2,0.61,0.56,0.46,0.5
1497,2014-05-04,Sevilla,2.15,0.9,0.58,0.52,0.48,Villarreal,0.67,1.2,0.5,0.61,0.51,0.5
1498,2014-05-05,Sociedad,1.33,1.5,0.59,0.65,0.42,Granada,0.75,2.1,0.5,0.54,0.41,0.5
1499,2014-05-07,Valladolid,0.7,1.1,0.45,0.6,0.37,Real Madrid,2.81,0.8,0.81,0.63,0.54,0.5
1500,2014-05-10,Levante,1.01,0.6,0.43,0.51,0.35,Valencia,0.97,1.4,0.59,0.56,0.46,1.0
1501,2014-05-10,Villarreal,1.28,1.0,0.55,0.62,0.51,Vallecano,1.54,1.9,0.58,0.52,0.4,1.0
1502,2014-05-11,Ath Bilbao,1.85,0.8,0.56,0.58,0.45,Sociedad,1.3,1.2,0.6,0.65,0.42,0.5
1503,2014-05-11,Ath Madrid,1.21,0.5,0.62,0.56,0.61,Malaga,0.93,1.1,0.53,0.54,0.48,0.5
1504,2014-05-11,Betis,1.34,2.2,0.56,0.53,0.41,Valladolid,1.07,1.6,0.47,0.6,0.35,1.0
1505,2014-05-11,Celta,2.07,1.1,0.54,0.6,0.44,Real Madrid,2.26,1.1,0.79,0.63,0.53,1.0
1506,2014-05-11,Elche,0.55,0.8,0.45,0.52,0.52,Barcelona,2.09,1.1,0.71,0.69,0.62,0.5
1507,2014-05-11,Espanol,0.85,1.5,0.48,0.5,0.45,Osasuna,0.51,1.9,0.51,0.55,0.44,0.5
1508,2014-05-11,Getafe,0.97,1.0,0.48,0.51,0.4,Sevilla,1.59,0.9,0.57,0.52,0.47,1.0
1509,2014-05-11,Granada,0.57,2.0,0.49,0.54,0.4,Almeria,1.79,2.1,0.49,0.56,0.34,0.0
1510,2014-05-16,Malaga,1.09,0.8,0.53,0.54,0.5,Levante,0.97,0.6,0.41,0.5,0.34,1.0
1511,2014-05-17,Barcelona,1.72,1.1,0.72,0.69,0.61,Ath Madrid,1.15,0.7,0.61,0.56,0.61,0.5
1512,2014-05-17,Real Madrid,2.35,1.2,0.84,0.64,0.54,Espanol,0.85,1.7,0.48,0.5,0.43,1.0
1513,2014-05-17,Valencia,1.15,1.4,0.62,0.56,0.47,Celta,1.91,1.3,0.53,0.6,0.42,1.0
1514,2014-05-18,Almeria,1.67,1.6,0.47,0.56,0.34,Ath Bilbao,1.51,0.7,0.55,0.58,0.46,0.5
1515,2014-05-18,Osasuna,0.82,1.5,0.52,0.55,0.43,Betis,1.49,2.3,0.53,0.53,0.42,1.0
1516,2014-05-18,Sevilla,1.66,0.9,0.61,0.52,0.46,Elche,0.61,1.1,0.46,0.52,0.48,1.0
1517,2014-05-18,Sociedad,1.24,1.4,0.59,0.65,0.41,Villarreal,1.4,1.0,0.53,0.61,0.5,0.0
1518,2014-05-18,Valladolid,0.97,1.5,0.44,0.6,0.37,Granada,0.49,1.7,0.5,0.54,0.42,0.0
1519,2014-05-18,Vallecano,1.29,2.0,0.6,0.52,0.41,Getafe,1.07,0.8,0.5,0.51,0.39,0.0
1520,2014-08-23,Almeria,1.36,1.3,0.49,0.57,0.34,Espanol,0.94,1.7,0.48,0.5,0.44,0.5
1521,2014-08-23,Granada,0.7,1.6,0.51,0.54,0.42,La Coruna,1.09,1.3,0.53,0.59,0.41,1.0
1522,2014-08-23,Malaga,1.0,0.8,0.54,0.53,0.49,Ath Bilbao,1.29,0.7,0.55,0.58,0.45,1.0
1523,2014-08-23,Sevilla,1.45,1.0,0.58,0.52,0.46,Valencia,1.06,1.4,0.6,0.56,0.47,0.5
1524,2014-08-24,Barcelona,1.75,0.8,0.75,0.69,0.62,Elche,0.57,1.3,0.44,0.53,0.47,1.0
1525,2014-08-24,Celta,2.06,1.2,0.56,0.6,0.44,Getafe,1.15,1.2,0.49,0.51,0.37,1.0
1526,2014-08-24,Eibar,1.0,0.0,0.56,0.51,0.3,Sociedad,0.91,1.2,0.59,0.65,0.42,1.0
1527,2014-08-24,Levante,0.91,0.9,0.41,0.51,0.33,Villarreal,1.65,0.8,0.53,0.62,0.51,0.0
1528,2014-08-25,Real Madrid,2.21,0.9,0.83,0.64,0.56,Cordoba,0.0,2.0,0.37,0.65,0.17,1.0
1529,2014-08-25,Vallecano,1.05,1.8,0.58,0.53,0.44,Ath Madrid,0.91,0.6,0.6,0.56,0.62,0.5
1530,2014-08-29,Getafe,1.21,1.1,0.48,0.51,0.39,Almeria,1.05,1.3,0.47,0.57,0.34,1.0
1531,2014-08-29,Valencia,1.4,1.1,0.63,0.56,0.48,Malaga,0.91,1.1,0.53,0.53,0.46,1.0
1532,2014-08-30,Ath Bilbao,1.54,0.6,0.59,0.58,0.47,Levante,0.72,1.2,0.41,0.5,0.33,1.0
1533,2014-08-30,Ath Madrid,1.06,0.7,0.62,0.56,0.61,Eibar,1.0,1.0,0.48,0.61,0.26,1.0
1534,2014-08-30,Cordoba,0.5,1.5,0.28,0.68,0.34,Celta,1.91,1.1,0.54,0.6,0.44,0.5
1535,2014-08-30,Espanol,0.88,1.8,0.47,0.5,0.43,Sevilla,1.58,0.9,0.6,0.52,0.47,0.0
1536,2014-08-31,Elche,0.67,1.4,0.46,0.53,0.5,Granada,0.85,1.4,0.5,0.53,0.41,0.5
1537,2014-08-31,La Coruna,1.18,1.3,0.54,0.59,0.41,Vallecano,1.12,1.9,0.6,0.52,0.42,0.5
1538,2014-08-31,Sociedad,1.37,1.5,0.65,0.65,0.4,Real Madrid,2.33,1.2,0.83,0.64,0.5,1.0
1539,2014-08-31,Villarreal,1.33,0.7,0.5,0.62,0.49,Barcelona,1.55,0.7,0.73,0.69,0.63,0.0
1540,2014-09-12,Almeria,1.03,1.2,0.49,0.57,0.34,Cordoba,0.67,1.3,0.33,0.58,0.41,0.5
1541,2014-09-13,Barcelona,1.64,0.5,0.75,0.69,0.63,Ath Bilbao,1.3,0.8,0.54,0.58,0.44,1.0
1542,2014-09-13,Celta,2.0,1.3,0.55,0.6,0.43,Sociedad,1.52,1.6,0.62,0.65,0.4,0.5
1543,2014-09-13,Malaga,0.75,0.9,0.54,0.53,0.5,Levante,0.48,1.1,0.41,0.51,0.35,0.5
1544,2014-09-13,Real Madrid,2.03,1.5,0.81,0.64,0.53,Ath Madrid,1.21,0.7,0.62,0.57,0.6,0.0
1545,2014-09-14,Granada,0.76,1.3,0.49,0.53,0.43,Villarreal,1.21,0.6,0.5,0.62,0.5,0.5
1546,2014-09-14,Sevilla,1.79,0.8,0.6,0.52,0.49,Getafe,0.85,1.2,0.47,0.5,0.37,1.0
1547,2014-09-14,Valencia,1.61,1.0,0.64,0.56,0.47,Espanol,1.0,2.1,0.48,0.5,0.41,1.0
1548,2014-09-14,Vallecano,1.39,1.8,0.6,0.52,0.41,Elche,0.97,1.6,0.48,0.53,0.49,0.0
1549,2014-09-15,Eibar,0.67,1.0,0.46,0.69,0.45,La Coruna,0.97,1.3,0.53,0.59,0.44,0.0
1550,2014-09-19,Elche,0.91,1.8,0.46,0.53,0.49,Eibar,1.0,0.8,0.5,0.71,0.41,0.0
1551,2014-09-20,Ath Bilbao,1.12,0.8,0.55,0.59,0.45,Granada,0.79,0.9,0.49,0.54,0.42,0.0
1552,2014-09-20,Ath Madrid,1.4,0.9,0.62,0.57,0.59,Celta,2.09,1.4,0.55,0.6,0.42,0.5
1553,2014-09-20,Espanol,1.15,2.0,0.49,0.5,0.43,Malaga,0.73,1.1,0.56,0.53,0.47,0.5
1554,2014-09-20,La Coruna,1.13,2.2,0.54,0.6,0.34,Real Madrid,2.95,1.6,0.95,0.64,0.53,0.0
1555,2014-09-21,Cordoba,0.77,1.7,0.38,0.56,0.32,Sevilla,1.97,0.8,0.61,0.52,0.47,0.0
1556,2014-09-21,Levante,0.3,1.7,0.4,0.5,0.31,Barcelona,2.13,0.5,0.79,0.69,0.63,0.0
1557,2014-09-21,Sociedad,1.61,1.6,0.61,0.65,0.4,Almeria,1.12,1.2,0.5,0.56,0.34,0.0
1558,2014-09-21,Villarreal,1.51,0.9,0.56,0.62,0.48,Vallecano,1.52,2.2,0.6,0.52,0.4,1.0
1559,2014-09-22,Getafe,0.75,1.5,0.47,0.5,0.37,Valencia,2.04,0.8,0.62,0.55,0.48,0.0
1560,2014-09-23,Celta,2.18,1.3,0.55,0.6,0.44,La Coruna,1.15,2.3,0.52,0.6,0.41,1.0
1561,2014-09-23,Real Madrid,3.23,1.6,0.88,0.64,0.54,Elche,0.91,2.2,0.47,0.54,0.45,1.0
1562,2014-09-24,Almeria,1.12,1.1,0.47,0.56,0.33,Ath Madrid,1.31,0.8,0.61,0.57,0.62,0.0
1563,2014-09-24,Eibar,1.0,0.8,0.44,0.69,0.4,Villarreal,1.49,0.9,0.52,0.62,0.5,0.5
1564,2014-09-24,Granada,0.63,1.0,0.48,0.54,0.42,Levante,0.45,1.5,0.41,0.5,0.36,0.0
1565,2014-09-24,Malaga,0.67,0.8,0.53,0.53,0.5,Barcelona,2.03,0.4,0.71,0.69,0.64,0.5
1566,2014-09-24,Sevilla,1.76,0.7,0.59,0.52,0.49,Sociedad,1.3,1.4,0.6,0.65,0.4,1.0
1567,2014-09-24,Vallecano,1.58,2.1,0.59,0.52,0.43,Ath Bilbao,0.99,1.1,0.55,0.59,0.45,1.0
1568,2014-09-25,Espanol,1.25,1.7,0.49,0.51,0.46,Getafe,0.6,1.6,0.47,0.5,0.38,1.0
1569,2014-09-25,Valencia,2.16,0.7,0.62,0.56,0.49,Cordoba,0.61,2.0,0.33,0.55,0.29,1.0
1570,2014-09-26,Elche,0.81,2.0,0.45,0.54,0.49,Celta,1.85,1.1,0.54,0.6,0.45,0.0
1571,2014-09-27,Ath Bilbao,0.93,0.9,0.54,0.59,0.47,Eibar,0.84,0.7,0.42,0.63,0.44,0.5
1572,2014-09-27,Ath Madrid,1.73,0.8,0.64,0.57,0.63,Sevilla,1.39,1.2,0.57,0.52,0.45,1.0
1573,2014-09-27,Barcelona,2.59,0.3,0.79,0.69,0.63,Granada,0.51,1.6,0.47,0.54,0.38,1.0
1574,2014-09-27,Levante,0.45,1.7,0.4,0.5,0.34,Vallecano,1.64,1.9,0.59,0.53,0.44,0.0
1575,2014-09-27,Villarreal,1.37,1.1,0.51,0.62,0.49,Real Madrid,3.14,1.5,0.82,0.64,0.55,0.0
1576,2014-09-28,Cordoba,0.51,1.7,0.34,0.57,0.39,Espanol,1.09,1.4,0.46,0.51,0.46,0.5
1577,2014-09-28,Getafe,0.69,1.4,0.48,0.51,0.41,Malaga,0.49,1.0,0.53,0.53,0.49,1.0
1578,2014-09-28,La Coruna,1.06,2.3,0.51,0.6,0.42,Almeria,1.06,0.8,0.49,0.56,0.35,0.0
1579,2014-09-28,Sociedad,1.27,1.4,0.61,0.65,0.41,Valencia,2.09,0.7,0.59,0.56,0.47,0.5
1580,2014-10-03,Getafe,0.73,1.4,0.48,0.51,0.4,Cordoba,0.56,1.6,0.36,0.6,0.36,0.5
1581,2014-10-04,Almeria,1.18,0.9,0.5,0.56,0.34,Elche,1.0,2.1,0.47,0.53,0.48,0.5
1582,2014-10-04,Eibar,1.18,1.0,0.47,0.63,0.4,Levante,0.85,1.7,0.42,0.5,0.33,0.5
1583,2014-10-04,Malaga,0.73,0.8,0.55,0.53,0.5,Granada,0.57,1.7,0.48,0.54,0.4,1.0
1584,2014-10-04,Valencia,2.27,0.8,0.61,0.56,0.47,Ath Madrid,1.64,1.1,0.62,0.57,0.59,1.0
1585,2014-10-04,Vallecano,1.27,2.0,0.57,0.52,0.42,Barcelona,2.49,0.2,0.75,0.69,0.63,0.0
1586,2014-10-05,Celta,1.63,1.3,0.55,0.6,0.42,Villarreal,1.57,1.0,0.54,0.62,0.49,0.0
1587,2014-10-05,Espanol,1.21,1.1,0.48,0.5,0.46,Sociedad,0.93,1.5,0.6,0.65,0.4,1.0
1588,2014-10-05,Real Madrid,3.4,1.1,0.88,0.64,0.55,Ath Bilbao,0.57,1.6,0.54,0.59,0.42,1.0
1589,2014-10-05,Sevilla,1.73,1.1,0.62,0.52,0.48,La Coruna,1.03,2.5,0.52,0.6,0.39,1.0
1590,2014-10-17,Granada,0.51,1.7,0.46,0.54,0.42,Vallecano,1.24,1.6,0.58,0.52,0.43,0.0
1591,2014-10-18,Ath Bilbao,0.51,1.5,0.55,0.6,0.46,Celta,1.48,1.3,0.54,0.6,0.43,0.5
