,date,home_team,home_goals_offense,home_goals_defense,home_offense,home_in_game,home_defense,away_team,away_goals_offense,away_goals_defense,away_offense,away_in_game,away_defense,result
576,2012-01-29,Malaga,1.09,1.7,0.54,0.6,0.42,Sevilla,0.97,1.6,0.59,0.55,0.44,1.0
577,2012-01-29,Santander,1.13,1.0,0.48,0.53,0.42,Valencia,1.48,1.3,0.6,0.5,0.46,0.5
578,2012-01-29,Sociedad,1.34,1.3,0.51,0.64,0.39,Sp Gijon,1.0,2.5,0.48,0.55,0.42,1.0
579,2012-01-30,Osasuna,0.75,1.3,0.51,0.52,0.45,Ath Madrid,1.89,1.1,0.68,0.54,0.46,0.0
580,2012-02-04,Ath Bilbao,1.79,1.7,0.6,0.53,0.44,Espanol,1.67,1.0,0.56,0.55,0.42,0.5
581,2012-02-04,Barcelona,2.48,0.8,0.73,0.71,0.67,Sociedad,1.46,1.4,0.47,0.64,0.37,1.0
582,2012-02-04,Getafe,1.03,0.9,0.49,0.53,0.4,Real Madrid,3.09,1.0,0.77,0.59,0.59,0.0
583,2012-02-04,Levante,0.79,1.4,0.45,0.56,0.4,Santander,1.21,1.1,0.47,0.54,0.43,0.5
584,2012-02-04,Mallorca,0.85,0.8,0.51,0.54,0.5,Betis,1.21,1.5,0.58,0.56,0.43,1.0
585,2012-02-05,Ath Madrid,1.67,0.8,0.65,0.54,0.47,Valencia,1.24,1.2,0.57,0.5,0.48,0.5
586,2012-02-05,Sevilla,1.0,1.5,0.6,0.55,0.44,Villarreal,1.25,1.1,0.54,0.62,0.48,0.0
587,2012-02-05,Sp Gijon,0.91,2.4,0.49,0.55,0.45,Osasuna,0.73,0.9,0.52,0.52,0.45,0.5
588,2012-02-05,Zaragoza,0.49,1.5,0.5,0.47,0.42,Vallecano,1.27,1.7,0.56,0.55,0.49,0.0
589,2012-02-06,Granada,1.21,1.8,0.53,0.61,0.3,Malaga,1.21,1.8,0.53,0.6,0.4,1.0
590,2012-02-11,Betis,1.36,1.6,0.62,0.55,0.43,Ath Bilbao,1.79,1.8,0.59,0.54,0.45,1.0
591,2012-02-11,Osasuna,1.15,1.2,0.54,0.52,0.43,Barcelona,2.35,1.2,0.74,0.71,0.64,1.0
592,2012-02-11,Santander,1.06,0.9,0.46,0.54,0.43,Ath Madrid,1.35,0.7,0.66,0.54,0.48,0.5
593,2012-02-12,Espanol,1.51,1.2,0.53,0.55,0.42,Zaragoza,0.79,1.2,0.51,0.47,0.44,0.0
594,2012-02-12,Malaga,1.46,1.8,0.56,0.6,0.41,Mallorca,0.85,1.2,0.51,0.55,0.45,1.0
595,2012-02-12,Real Madrid,3.09,1.1,0.83,0.59,0.56,Levante,0.97,1.9,0.45,0.56,0.37,1.0
596,2012-02-12,Valencia,1.58,0.9,0.62,0.51,0.49,Sp Gijon,0.79,2.7,0.47,0.56,0.42,1.0
597,2012-02-12,Vallecano,1.46,1.6,0.56,0.55,0.51,Getafe,0.91,1.1,0.49,0.52,0.39,1.0
598,2012-02-12,Villarreal,1.43,1.1,0.55,0.62,0.48,Granada,1.25,1.9,0.52,0.6,0.29,1.0
599,2012-02-13,Sociedad,1.77,1.2,0.48,0.64,0.39,Sevilla,0.85,1.6,0.58,0.55,0.44,1.0
600,2012-02-18,Getafe,0.87,1.2,0.5,0.52,0.4,Espanol,1.57,1.3,0.54,0.55,0.43,0.5
601,2012-02-18,Real Madrid,3.24,1.0,0.82,0.59,0.59,Santander,0.81,1.3,0.46,0.54,0.38,1.0
602,2012-02-18,Sevilla,1.06,1.5,0.61,0.56,0.46,Osasuna,1.03,1.3,0.51,0.52,0.43,1.0
603,2012-02-19,Ath Bilbao,1.97,1.7,0.61,0.54,0.46,Malaga,1.21,2.0,0.53,0.61,0.4,1.0
604,2012-02-19,Barcelona,2.88,1.1,0.79,0.72,0.67,Valencia,1.55,1.5,0.58,0.51,0.44,1.0
605,2012-02-19,Granada,1.67,1.9,0.56,0.59,0.32,Sociedad,1.51,1.7,0.46,0.63,0.36,1.0
606,2012-02-19,Levante,1.16,2.4,0.47,0.56,0.37,Vallecano,1.98,1.8,0.59,0.55,0.47,0.0
607,2012-02-19,Mallorca,1.34,0.9,0.54,0.54,0.49,Villarreal,1.37,1.5,0.52,0.62,0.45,1.0
608,2012-02-19,Sp Gijon,0.79,2.4,0.48,0.56,0.44,Ath Madrid,1.23,0.6,0.67,0.54,0.47,0.5
609,2012-02-20,Zaragoza,0.7,1.3,0.49,0.47,0.42,Betis,1.39,1.1,0.61,0.55,0.44,0.0
610,2012-02-25,Betis,1.43,1.0,0.6,0.55,0.44,Getafe,0.91,1.0,0.5,0.52,0.4,0.5
611,2012-02-25,Espanol,1.39,1.4,0.53,0.55,0.42,Levante,1.43,2.2,0.45,0.56,0.4,0.0
612,2012-02-25,Malaga,1.77,1.7,0.58,0.61,0.42,Zaragoza,0.82,2.0,0.5,0.48,0.39,1.0
613,2012-02-25,Santander,0.81,1.3,0.47,0.54,0.41,Sp Gijon,0.91,2.2,0.48,0.56,0.43,0.5
614,2012-02-26,Ath Madrid,0.97,0.8,0.67,0.53,0.47,Barcelona,2.64,1.2,0.74,0.71,0.67,0.0
615,2012-02-26,Osasuna,1.13,1.3,0.53,0.52,0.43,Granada,1.64,1.9,0.53,0.59,0.32,1.0
616,2012-02-26,Sociedad,1.45,1.3,0.46,0.64,0.39,Mallorca,1.13,1.0,0.5,0.54,0.49,1.0
617,2012-02-26,Valencia,1.52,1.7,0.58,0.51,0.47,Sevilla,1.09,1.5,0.6,0.56,0.45,0.0
618,2012-02-26,Vallecano,1.91,1.6,0.54,0.54,0.49,Real Madrid,2.94,0.9,0.77,0.59,0.6,0.0
619,2012-02-26,Villarreal,1.43,1.7,0.54,0.62,0.46,Ath Bilbao,2.06,1.6,0.6,0.54,0.43,0.5
620,2012-03-03,Barcelona,2.73,1.2,0.76,0.71,0.68,Sp Gijon,0.82,2.1,0.48,0.55,0.42,1.0
621,2012-03-03,Getafe,0.88,1.4,0.5,0.53,0.39,Malaga,1.95,1.7,0.56,0.61,0.41,0.0
622,2012-03-03,Mallorca,1.19,1.0,0.51,0.54,0.49,Osasuna,1.12,1.3,0.52,0.52,0.43,0.5
623,2012-03-03,Sevilla,1.19,1.4,0.59,0.56,0.45,Ath Madrid,0.94,0.7,0.67,0.53,0.47,0.5
624,2012-03-03,Vallecano,2.28,1.6,0.59,0.54,0.49,Santander,0.94,1.7,0.47,0.53,0.38,1.0
625,2012-03-04,Ath Bilbao,2.09,1.3,0.6,0.54,0.45,Sociedad,1.03,1.5,0.46,0.63,0.38,1.0
626,2012-03-04,Granada,1.49,1.8,0.52,0.59,0.34,Valencia,1.36,1.4,0.57,0.51,0.49,0.0
627,2012-03-04,Real Madrid,3.33,0.6,0.84,0.59,0.6,Espanol,1.09,1.9,0.52,0.55,0.4,1.0
628,2012-03-04,Zaragoza,1.0,1.9,0.5,0.48,0.43,Villarreal,1.42,1.9,0.53,0.62,0.46,1.0
629,2012-03-05,Levante,1.71,2.1,0.46,0.56,0.4,Betis,1.33,1.3,0.6,0.56,0.43,1.0
630,2012-03-10,Betis,1.45,1.7,0.61,0.57,0.42,Real Madrid,3.24,0.8,0.81,0.59,0.58,0.0
631,2012-03-10,Malaga,2.04,1.3,0.54,0.6,0.42,Levante,1.49,1.9,0.43,0.56,0.4,1.0
632,2012-03-10,Sociedad,1.39,1.2,0.49,0.64,0.4,Zaragoza,0.88,2.0,0.48,0.48,0.41,1.0
633,2012-03-10,Sp Gijon,0.82,1.9,0.48,0.55,0.44,Sevilla,0.94,1.1,0.58,0.56,0.45,1.0
634,2012-03-11,Ath Madrid,1.21,0.6,0.68,0.53,0.48,Granada,1.11,2.0,0.51,0.59,0.34,1.0
635,2012-03-11,Espanol,1.52,1.8,0.57,0.55,0.42,Vallecano,2.09,2.0,0.56,0.54,0.45,1.0
636,2012-03-11,Osasuna,1.25,1.2,0.53,0.52,0.43,Ath Bilbao,1.85,1.4,0.59,0.53,0.43,1.0
637,2012-03-11,Santander,0.88,1.9,0.45,0.53,0.39,Barcelona,2.57,1.1,0.75,0.71,0.69,0.0
638,2012-03-11,Valencia,1.51,1.6,0.59,0.51,0.47,Mallorca,1.24,1.2,0.52,0.54,0.47,0.5
639,2012-03-12,Villarreal,1.39,1.9,0.53,0.62,0.47,Getafe,1.03,1.4,0.51,0.53,0.41,0.0
640,2012-03-17,Getafe,1.15,1.2,0.49,0.53,0.41,Sociedad,1.24,1.4,0.47,0.63,0.4,1.0
641,2012-03-17,Granada,1.27,1.6,0.53,0.58,0.36,Sp Gijon,0.94,1.8,0.47,0.55,0.42,1.0
642,2012-03-17,Sevilla,0.81,1.2,0.58,0.56,0.44,Barcelona,2.63,0.8,0.75,0.7,0.69,0.0
643,2012-03-17,Vallecano,2.31,1.9,0.59,0.54,0.5,Betis,1.18,2.0,0.57,0.57,0.41,1.0
644,2012-03-17,Zaragoza,0.88,2.0,0.49,0.48,0.43,Osasuna,1.15,1.2,0.52,0.52,0.43,0.5
645,2012-03-18,Ath Bilbao,1.72,1.7,0.58,0.53,0.41,Valencia,1.58,1.4,0.6,0.5,0.49,0.0
646,2012-03-18,Levante,1.45,1.6,0.44,0.56,0.42,Villarreal,1.03,1.8,0.51,0.61,0.47,1.0
647,2012-03-18,Mallorca,1.49,1.1,0.52,0.53,0.47,Ath Madrid,1.33,0.8,0.67,0.54,0.47,1.0
648,2012-03-18,Real Madrid,2.82,0.8,0.78,0.59,0.59,Malaga,1.85,1.4,0.54,0.61,0.42,0.5
649,2012-03-19,Espanol,1.89,1.7,0.56,0.55,0.43,Santander,0.94,2.3,0.46,0.52,0.37,1.0
650,2012-03-20,Barcelona,2.76,1.1,0.78,0.7,0.65,Granada,1.43,2.1,0.53,0.58,0.33,1.0
651,2012-03-20,Osasuna,1.12,1.0,0.51,0.53,0.44,Getafe,1.0,1.0,0.48,0.53,0.41,0.5
652,2012-03-21,Ath Madrid,1.37,0.9,0.68,0.53,0.48,Ath Bilbao,1.45,2.0,0.58,0.53,0.41,1.0
653,2012-03-21,Sociedad,1.27,1.5,0.48,0.63,0.38,Levante,1.63,1.3,0.46,0.56,0.41,0.0
654,2012-03-21,Sp Gijon,1.03,2.1,0.49,0.55,0.41,Mallorca,1.61,1.2,0.53,0.53,0.46,0.0
655,2012-03-21,Valencia,1.64,1.3,0.59,0.51,0.48,Zaragoza,1.06,1.9,0.49,0.47,0.42,0.0
656,2012-03-21,Villarreal,1.15,1.5,0.52,0.61,0.46,Real Madrid,2.45,0.9,0.78,0.59,0.59,0.5
657,2012-03-22,Betis,1.06,1.9,0.58,0.57,0.43,Espanol,1.98,1.7,0.54,0.56,0.43,0.5
658,2012-03-22,Malaga,2.3,1.4,0.58,0.61,0.4,Vallecano,2.06,2.2,0.58,0.55,0.46,1.0
659,2012-03-22,Santander,0.75,2.4,0.45,0.52,0.37,Sevilla,1.12,1.1,0.62,0.56,0.46,0.0
660,2012-03-24,Getafe,1.21,1.0,0.51,0.53,0.4,Valencia,1.61,1.5,0.59,0.51,0.47,1.0
661,2012-03-24,Mallorca,1.49,1.4,0.49,0.53,0.45,Barcelona,2.64,0.9,0.75,0.7,0.69,0.0
662,2012-03-24,Real Madrid,2.81,0.9,0.85,0.59,0.59,Sociedad,1.27,2.0,0.48,0.63,0.36,1.0
663,2012-03-25,Ath Bilbao,1.39,1.7,0.58,0.53,0.42,Sp Gijon,1.09,2.0,0.48,0.55,0.43,0.5
664,2012-03-25,Betis,1.03,1.8,0.58,0.58,0.43,Santander,0.79,2.3,0.46,0.51,0.38,0.5
665,2012-03-25,Espanol,1.73,1.8,0.53,0.56,0.43,Malaga,2.21,1.2,0.56,0.62,0.42,0.0
666,2012-03-25,Levante,1.51,1.5,0.44,0.56,0.41,Osasuna,1.18,0.8,0.53,0.53,0.44,0.0
667,2012-03-25,Vallecano,2.03,2.2,0.56,0.55,0.47,Villarreal,1.12,1.3,0.53,0.61,0.47,0.0
668,2012-03-25,Zaragoza,1.15,1.5,0.48,0.48,0.43,Ath Madrid,1.0,0.9,0.66,0.53,0.48,1.0
669,2012-03-26,Granada,1.37,2.2,0.52,0.58,0.33,Sevilla,1.4,1.0,0.62,0.56,0.45,0.0
670,2012-03-31,Barcelona,2.7,0.9,0.76,0.7,0.69,Ath Bilbao,1.09,1.8,0.56,0.54,0.41,1.0
671,2012-03-31,Malaga,1.88,1.4,0.54,0.62,0.42,Betis,1.21,1.4,0.58,0.57,0.44,0.0
672,2012-03-31,Osasuna,1.24,1.4,0.52,0.52,0.4,Real Madrid,3.07,0.9,0.84,0.6,0.59,0.0
673,2012-03-31,Santander,0.51,2.0,0.45,0.51,0.38,Granada,1.33,2.1,0.53,0.58,0.37,0.0
674,2012-03-31,Sp Gijon,1.09,1.8,0.48,0.55,0.42,Zaragoza,1.25,1.4,0.49,0.48,0.42,0.0
675,2012-04-01,Ath Madrid,1.31,0.8,0.69,0.53,0.5,Getafe,1.0,1.2,0.47,0.54,0.39,1.0
676,2012-04-01,Sociedad,1.58,1.8,0.5,0.63,0.41,Vallecano,1.57,2.6,0.56,0.55,0.45,1.0
677,2012-04-01,Valencia,1.48,1.6,0.58,0.51,0.5,Levante,1.39,1.5,0.45,0.56,0.42,0.5
678,2012-04-01,Villarreal,1.06,1.1,0.51,0.61,0.48,Espanol,1.57,1.5,0.52,0.55,0.45,0.5
679,2012-04-02,Sevilla,1.74,0.9,0.62,0.56,0.45,Mallorca,1.51,1.7,0.5,0.53,0.44,1.0
680,2012-04-07,Betis,1.52,1.3,0.59,0.57,0.43,Villarreal,1.0,1.4,0.52,0.61,0.45,1.0
681,2012-04-07,Espanol,1.36,1.5,0.55,0.55,0.43,Sociedad,1.61,1.9,0.49,0.62,0.39,0.5
682,2012-04-07,Getafe,1.19,1.1,0.49,0.53,0.42,Sp Gijon,0.91,1.9,0.47,0.55,0.42,1.0
683,2012-04-07,Vallecano,2.24,2.1,0.62,0.55,0.49,Osasuna,1.06,2.2,0.51,0.52,0.39,1.0
684,2012-04-07,Zaragoza,1.27,1.7,0.48,0.47,0.4,Barcelona,2.91,0.9,0.78,0.69,0.68,0.0
685,2012-04-08,Ath Bilbao,0.97,1.4,0.57,0.54,0.42,Sevilla,1.58,0.8,0.59,0.56,0.45,1.0
686,2012-04-08,Levante,1.54,1.3,0.46,0.56,0.42,Ath Madrid,1.12,1.1,0.66,0.53,0.48,1.0
687,2012-04-08,Mallorca,1.23,1.5,0.49,0.53,0.46,Granada,1.11,1.7,0.53,0.59,0.37,0.5
688,2012-04-08,Real Madrid,2.79,0.8,0.77,0.6,0.6,Valencia,1.33,1.4,0.57,0.51,0.49,0.5
689,2012-04-09,Malaga,2.09,1.2,0.59,0.62,0.45,Santander,0.45,2.1,0.44,0.51,0.36,1.0
690,2012-04-10,Barcelona,3.21,0.7,0.78,0.7,0.69,Getafe,1.03,1.6,0.46,0.54,0.39,1.0
691,2012-04-10,Osasuna,1.06,2.0,0.52,0.53,0.44,Espanol,1.15,1.6,0.53,0.54,0.43,1.0
692,2012-04-10,Sociedad,1.61,1.8,0.48,0.63,0.4,Betis,1.52,1.1,0.57,0.58,0.43,0.5
693,2012-04-11,Ath Madrid,1.21,1.5,0.67,0.53,0.46,Real Madrid,2.94,0.7,0.83,0.6,0.59,0.0
694,2012-04-11,Granada,1.24,1.7,0.54,0.58,0.36,Ath Bilbao,1.18,1.4,0.59,0.54,0.41,0.5
695,2012-04-11,Sp Gijon,1.27,1.8,0.5,0.55,0.42,Levante,1.67,1.5,0.46,0.57,0.39,1.0
696,2012-04-11,Valencia,1.49,1.4,0.61,0.51,0.49,Vallecano,2.09,2.6,0.57,0.55,0.45,1.0
697,2012-04-12,Santander,0.36,2.4,0.45,0.51,0.36,Mallorca,1.51,1.2,0.52,0.54,0.47,0.0
698,2012-04-12,Sevilla,1.94,0.6,0.62,0.57,0.46,Zaragoza,1.06,2.1,0.47,0.47,0.4,1.0
699,2012-04-12,Villarreal,1.06,1.4,0.52,0.61,0.46,Malaga,1.93,1.3,0.56,0.61,0.43,1.0
700,2012-04-14,Levante,1.43,1.4,0.44,0.57,0.4,Barcelona,2.85,0.6,0.75,0.7,0.68,0.0
701,2012-04-14,Real Madrid,2.93,0.8,0.82,0.6,0.59,Sp Gijon,1.21,2.0,0.48,0.54,0.41,1.0
702,2012-04-15,Ath Bilbao,1.09,1.2,0.57,0.54,0.43,Mallorca,1.06,1.2,0.49,0.54,0.46,1.0
703,2012-04-15,Betis,1.43,1.1,0.56,0.58,0.45,Osasuna,1.03,1.9,0.5,0.53,0.44,1.0
704,2012-04-15,Espanol,1.64,1.5,0.57,0.54,0.46,Valencia,1.33,1.6,0.57,0.51,0.46,1.0
705,2012-04-15,Malaga,1.85,1.1,0.57,0.61,0.45,Sociedad,1.51,1.6,0.48,0.63,0.39,0.5
706,2012-04-15,Vallecano,1.67,2.2,0.56,0.54,0.48,Ath Madrid,1.09,1.4,0.67,0.53,0.49,0.0
707,2012-04-15,Villarreal,1.15,1.2,0.51,0.61,0.47,Santander,0.51,2.1,0.45,0.52,0.38,0.5
708,2012-04-15,Zaragoza,1.03,1.9,0.48,0.47,0.43,Granada,0.79,1.5,0.51,0.59,0.37,1.0
709,2012-04-16,Getafe,1.73,1.5,0.51,0.54,0.41,Sevilla,1.69,1.3,0.6,0.57,0.41,1.0
710,2012-04-21,Barcelona,2.63,0.8,0.74,0.7,0.66,Real Madrid,2.88,0.9,0.8,0.6,0.59,0.0
711,2012-04-21,Mallorca,1.21,1.0,0.5,0.53,0.47,Zaragoza,0.87,1.6,0.46,0.47,0.42,1.0
712,2012-04-21,Sevilla,1.55,1.4,0.61,0.57,0.45,Levante,1.39,1.3,0.44,0.57,0.4,0.5
713,2012-04-21,Sp Gijon,1.4,1.9,0.49,0.54,0.43,Vallecano,1.63,2.3,0.57,0.53,0.47,1.0
714,2012-04-22,Ath Madrid,1.49,1.3,0.69,0.53,0.49,Espanol,1.61,1.6,0.53,0.55,0.43,1.0
715,2012-04-22,Granada,0.88,1.2,0.52,0.59,0.39,Getafe,1.43,1.6,0.46,0.54,0.41,1.0
716,2012-04-22,Santander,0.39,2.0,0.45,0.52,0.38,Ath Bilbao,1.03,1.0,0.57,0.54,0.43,0.0
717,2012-04-22,Sociedad,1.48,1.4,0.48,0.63,0.4,Villarreal,1.03,1.2,0.51,0.61,0.46,0.5
718,2012-04-22,Valencia,1.83,1.3,0.61,0.51,0.5,Betis,1.21,1.5,0.54,0.58,0.42,1.0
719,2012-04-23,Osasuna,0.94,1.8,0.51,0.53,0.44,Malaga,1.48,1.2,0.57,0.62,0.45,0.5
720,2012-04-28,Espanol,1.61,1.7,0.53,0.55,0.43,Sp Gijon,1.64,1.6,0.51,0.54,0.43,0.0
721,2012-04-28,Getafe,1.52,1.5,0.47,0.54,0.39,Mallorca,1.45,0.9,0.53,0.53,0.46,0.0
722,2012-04-28,Levante,1.55,1.3,0.46,0.57,0.4,Granada,0.91,1.5,0.52,0.6,0.37,1.0
723,2012-04-28,Sociedad,1.67,1.2,0.5,0.63,0.4,Santander,0.27,2.1,0.45,0.52,0.36,1.0
724,2012-04-28,Villarreal,1.06,1.2,0.52,0.61,0.47,Osasuna,0.91,1.6,0.51,0.53,0.43,0.5
725,2012-04-29,Betis,1.3,1.6,0.56,0.58,0.42,Ath Madrid,1.52,1.4,0.68,0.53,0.48,0.5
726,2012-04-29,Malaga,1.42,0.9,0.57,0.62,0.46,Valencia,1.57,1.4,0.56,0.5,0.48,1.0
727,2012-04-29,Real Madrid,2.61,0.8,0.81,0.6,0.6,Sevilla,1.21,1.7,0.59,0.58,0.43,1.0
728,2012-04-29,Vallecano,1.35,2.9,0.56,0.53,0.41,Barcelona,3.27,0.8,0.82,0.7,0.69,0.0
729,2012-04-29,Zaragoza,0.94,1.4,0.49,0.47,0.43,Ath Bilbao,0.85,1.1,0.56,0.55,0.41,1.0
730,2012-05-01,Getafe,1.27,1.6,0.47,0.54,0.41,Santander,0.39,1.9,0.46,0.52,0.38,0.5
731,2012-05-01,Granada,1.21,1.5,0.53,0.6,0.39,Espanol,1.21,1.8,0.54,0.55,0.43,1.0
732,2012-05-01,Sp Gijon,1.85,1.8,0.51,0.53,0.4,Villarreal,1.37,1.2,0.54,0.61,0.45,0.0
733,2012-05-02,Ath Bilbao,0.69,1.5,0.56,0.54,0.39,Real Madrid,2.79,0.6,0.81,0.59,0.6,0.0
734,2012-05-02,Ath Madrid,1.52,1.5,0.67,0.53,0.49,Sociedad,1.49,1.2,0.49,0.63,0.4,0.5
735,2012-05-02,Barcelona,3.46,0.8,0.78,0.7,0.67,Malaga,1.3,1.5,0.57,0.62,0.42,1.0
736,2012-05-02,Mallorca,1.49,0.8,0.51,0.54,0.47,Vallecano,0.93,2.7,0.56,0.54,0.46,1.0
737,2012-05-02,Sevilla,1.33,1.8,0.6,0.57,0.44,Betis,1.27,1.6,0.55,0.58,0.43,0.0
738,2012-05-02,Valencia,2.07,1.1,0.61,0.51,0.49,Osasuna,0.79,1.8,0.49,0.53,0.4,1.0
739,2012-05-02,Zaragoza,1.0,0.9,0.48,0.47,0.43,Levante,1.39,1.3,0.44,0.57,0.41,1.0
740,2012-05-05,Ath Bilbao,0.54,1.2,0.55,0.55,0.42,Getafe,1.21,1.3,0.46,0.55,0.42,0.5
741,2012-05-05,Ath Madrid,1.61,1.2,0.67,0.53,0.49,Malaga,1.3,1.6,0.57,0.62,0.45,1.0
742,2012-05-05,Barcelona,3.68,0.8,0.78,0.69,0.68,Espanol,0.99,2.2,0.52,0.55,0.41,1.0
743,2012-05-05,Granada,1.09,1.6,0.52,0.59,0.39,Real Madrid,2.73,0.6,0.79,0.59,0.59,0.0
744,2012-05-05,Mallorca,1.31,0.7,0.51,0.54,0.47,Levante,1.18,1.2,0.43,0.57,0.41,1.0
745,2012-05-05,Osasuna,0.73,1.7,0.51,0.52,0.44,Sociedad,1.39,1.2,0.48,0.63,0.39,1.0
746,2012-05-05,Sevilla,1.88,1.9,0.65,0.57,0.44,Vallecano,0.97,3.2,0.58,0.54,0.41,1.0
747,2012-05-05,Sp Gijon,1.85,1.7,0.5,0.54,0.41,Betis,1.37,1.5,0.55,0.58,0.43,1.0
748,2012-05-05,Valencia,1.67,1.1,0.59,0.51,0.5,Villarreal,1.21,1.2,0.5,0.6,0.46,1.0
749,2012-05-05,Zaragoza,1.25,0.8,0.5,0.47,0.43,Santander,0.49,1.8,0.45,0.52,0.37,1.0
750,2012-05-12,Betis,1.49,1.7,0.55,0.58,0.43,Barcelona,3.33,0.8,0.75,0.69,0.66,0.5
751,2012-05-12,Sociedad,1.33,1.0,0.49,0.63,0.4,Valencia,1.61,0.8,0.58,0.51,0.49,1.0
752,2012-05-13,Espanol,0.85,2.2,0.54,0.55,0.44,Sevilla,1.79,1.7,0.61,0.57,0.45,0.5
753,2012-05-13,Getafe,0.87,1.5,0.45,0.54,0.41,Zaragoza,1.31,0.8,0.5,0.47,0.45,0.0
754,2012-05-13,Levante,1.3,1.0,0.46,0.58,0.42,Ath Bilbao,0.42,1.5,0.55,0.55,0.4,1.0
755,2012-05-13,Malaga,1.12,1.4,0.58,0.62,0.47,Sp Gijon,1.57,1.5,0.48,0.53,0.41,1.0
756,2012-05-13,Real Madrid,3.0,0.7,0.82,0.6,0.59,Mallorca,1.18,1.1,0.51,0.54,0.43,1.0
757,2012-05-13,Santander,0.73,2.1,0.46,0.52,0.35,Osasuna,1.31,1.9,0.54,0.52,0.42,0.0
758,2012-05-13,Vallecano,1.0,2.7,0.57,0.53,0.46,Granada,0.88,1.3,0.51,0.59,0.4,1.0
759,2012-05-13,Villarreal,1.06,1.2,0.5,0.61,0.46,Ath Madrid,1.51,1.1,0.66,0.53,0.5,0.0
760,2012-08-18,Celta,0.0,1.0,0.59,0.67,0.33,Malaga,1.06,1.1,0.58,0.62,0.48,0.0
761,2012-08-18,Mallorca,1.39,1.1,0.53,0.54,0.46,Espanol,0.85,2.1,0.54,0.55,0.43,1.0
762,2012-08-18,Sevilla,1.83,1.7,0.62,0.57,0.45,Getafe,0.81,1.6,0.46,0.54,0.4,1.0
763,2012-08-19,Ath Bilbao,0.76,2.1,0.59,0.55,0.38,Betis,2.13,1.8,0.58,0.58,0.42,0.0
764,2012-08-19,Barcelona,3.79,0.8,0.78,0.69,0.67,Sociedad,1.33,1.3,0.49,0.63,0.36,1.0
765,2012-08-19,Levante,1.39,1.0,0.44,0.58,0.41,Ath Madrid,1.45,1.1,0.65,0.53,0.5,0.5
766,2012-08-19,Real Madrid,2.63,0.7,0.79,0.6,0.59,Valencia,1.33,0.8,0.59,0.51,0.48,0.5
767,2012-08-20,La Coruna,1.03,0.8,0.45,0.6,0.45,Osasuna,1.13,2.0,0.5,0.53,0.43,1.0
768,2012-08-20,Vallecano,1.09,2.4,0.57,0.54,0.46,Granada,0.75,1.3,0.51,0.6,0.4,1.0
769,2012-08-20,Zaragoza,1.21,0.8,0.48,0.47,0.45,Valladolid,1.0,0.0,0.3,0.45,0.62,0.0
770,2012-08-25,Betis,2.01,1.9,0.54,0.57,0.42,Vallecano,1.33,1.7,0.58,0.53,0.45,0.0
771,2012-08-25,Espanol,1.0,2.1,0.53,0.55,0.43,Zaragoza,1.21,0.9,0.5,0.47,0.45,0.0
772,2012-08-25,Malaga,1.12,1.1,0.59,0.62,0.47,Mallorca,1.27,1.0,0.51,0.54,0.45,0.5
773,2012-08-25,Sociedad,1.21,1.5,0.5,0.63,0.39,Celta,0.5,1.5,0.58,0.64,0.34,1.0
774,2012-08-26,Getafe,1.06,1.4,0.47,0.54,0.41,Real Madrid,2.24,0.9,0.78,0.59,0.58,1.0
775,2012-08-26,Granada,0.75,1.2,0.53,0.59,0.41,Sevilla,1.63,1.5,0.6,0.57,0.45,0.5
776,2012-08-26,Osasuna,1.13,1.9,0.51,0.52,0.42,Barcelona,3.42,1.0,0.75,0.69,0.66,0.0
777,2012-08-26,Valencia,1.69,1.1,0.61,0.51,0.46,La Coruna,1.25,1.1,0.47,0.6,0.43,0.5
778,2012-08-27,Ath Madrid,1.7,0.9,0.69,0.53,0.51,Ath Bilbao,0.76,2.4,0.55,0.55,0.38,1.0
779,2012-08-27,Valladolid,1.5,0.0,0.49,0.6,0.7,Levante,1.15,1.1,0.43,0.57,0.4,1.0
780,2012-09-01,Celta,1.0,1.0,0.54,0.71,0.48,Osasuna,0.99,1.6,0.5,0.52,0.42,1.0
781,2012-09-01,La Coruna,1.28,1.2,0.45,0.61,0.45,Getafe,1.03,1.5,0.46,0.54,0.42,0.5
782,2012-09-01,Mallorca,1.33,0.9,0.52,0.54,0.46,Sociedad,1.0,1.4,0.48,0.63,0.39,1.0
783,2012-09-01,Zaragoza,1.03,0.8,0.48,0.47,0.45,Malaga,1.0,0.9,0.59,0.62,0.48,0.0
784,2012-09-02,Ath Bilbao,1.01,2.2,0.58,0.56,0.42,Valladolid,1.0,0.7,0.41,0.67,0.59,1.0
785,2012-09-02,Barcelona,3.03,0.8,0.73,0.69,0.68,Valencia,1.45,1.2,0.57,0.51,0.48,1.0
786,2012-09-02,Levante,1.39,1.4,0.45,0.56,0.4,Espanol,1.09,2.3,0.54,0.54,0.42,1.0
787,2012-09-02,Real Madrid,2.39,0.9,0.81,0.6,0.61,Granada,0.63,1.5,0.51,0.59,0.39,1.0
788,2012-09-02,Vallecano,0.94,1.7,0.56,0.52,0.46,Sevilla,1.54,1.3,0.59,0.57,0.46,0.5
789,2012-09-15,Getafe,1.15,1.8,0.46,0.55,0.39,Barcelona,2.99,0.9,0.78,0.69,0.66,0.0
790,2012-09-15,Malaga,1.31,0.8,0.61,0.61,0.47,Levante,1.39,1.6,0.43,0.56,0.4,1.0
