,team,matchday,date,time,location,opponent,score,score_against,xg_against,xG,PSxG,assists,shots,shots_on_target,yellows,reds,touches,tackles,interceptions,blocks_by_player,non_penalty_expected_goals,expected_assisted_goals,shot_creating_actions,goal_creating_actions,passes_completed,progressive_passes,carries,progressive_carries,progressive_passing_distance,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,through_balls,crosses,corner_kicks,passes_offside,tackles_won,dribblers_tackled,dribbler_tackles_attempts,unsuccessful_dribbler_challenge,clearances,error_leading_to_opponent_shot,touches_in_attacking_penalty_area,player_take_ons_tackled,carries_into_penalty_box,failed_controls,dispossession_after_tackle,double_yellows,fouls,offsides,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerials_won,aerials_lost
0,Eibar,1,2018-08-19,18:15:00,Home,Huesca,1,2,1.7,1.22,0.04647058823529412,1.0,18.0,6.0,1.0,0.0,719.0,18.0,6.0,6.0,1.4,1.2,34.0,2.0,500.0,63.0,488.0,24.0,3264.0,1.2000000000000002,15.0,52.0,13.0,4.0,0.0,39.0,7.0,1.0,13.0,8.0,18.0,10.0,5.0,1.0,33.0,9.0,5.0,14.0,11.0,0.0,12.0,1.0,0.0,0.0,0.0,56.0,23.0,21.0
1,Huesca,1,2018-08-19,18:15:00,Away,Eibar,2,1,1.3,1.6600000000000001,0.23375,1.0,8.0,6.0,1.0,0.0,431.0,20.0,16.0,10.0,1.6,1.6,14.0,4.0,196.0,22.0,205.0,12.0,1973.0,0.2,6.0,15.0,3.0,0.0,1.0,6.0,0.0,2.0,16.0,9.0,15.0,6.0,52.0,0.0,5.0,8.0,4.0,11.0,10.0,0.0,13.0,2.0,0.0,0.0,0.0,43.0,21.0,23.0
0,Rayo Vallecano,1,2018-08-19,20:15:00,Home,Sevilla,1,4,2.8,1.9,0.1425,0.0,12.0,1.0,1.0,0.0,567.0,13.0,8.0,11.0,1.3,1.0,26.0,2.0,384.0,59.0,358.0,20.0,2971.0,1.8,9.0,38.0,7.0,4.0,1.0,17.0,2.0,3.0,9.0,5.0,15.0,10.0,27.0,0.0,16.0,5.0,3.0,19.0,10.0,0.0,6.0,3.0,1.0,0.0,0.0,33.0,12.0,10.0
1,Sevilla,1,2018-08-19,20:15:00,Away,Rayo Vallecano,4,1,2.1,2.8,0.18588235294117647,4.0,17.0,7.0,0.0,0.0,582.0,15.0,5.0,13.0,2.7,2.8,31.0,8.0,399.0,49.0,325.0,23.0,2625.0,2.0,14.0,34.0,12.0,4.0,3.0,20.0,6.0,6.0,11.0,5.0,12.0,7.0,19.0,0.0,24.0,5.0,6.0,7.0,8.0,0.0,15.0,6.0,0.0,1.0,0.0,54.0,10.0,12.0
0,Real Madrid,1,2018-08-19,22:15:00,Home,Getafe,2,0,0.2,0.21000000000000002,0.01,0.0,5.0,1.0,7.0,0.0,330.0,19.0,9.0,11.0,0.2,0.30000000000000004,7.0,0.0,157.0,18.0,139.0,7.0,1404.0,0.1,4.0,11.0,3.0,1.0,3.0,6.0,0.0,0.0,12.0,8.0,24.0,16.0,14.0,2.0,3.0,5.0,1.0,8.0,15.0,0.0,28.0,0.0,0.0,0.0,0.0,56.0,8.0,11.0
1,Getafe,1,2018-08-19,22:15:00,Away,Real Madrid,0,2,1.0,0.98,0.11599999999999999,0.0,10.0,3.0,1.0,0.0,926.0,20.0,10.0,8.0,1.1,0.39999999999999997,18.0,2.0,752.0,57.0,639.0,17.0,4669.0,0.5,5.0,53.0,8.0,1.0,1.0,17.0,3.0,6.0,13.0,5.0,12.0,7.0,10.0,0.0,14.0,8.0,3.0,12.0,11.0,0.0,11.0,6.0,0.0,0.0,0.0,52.0,11.0,8.0
0,Valencia,1,2018-08-20,20:00:00,Home,Atlético Madrid,1,1,0.9,0.89,0.1622222222222222,1.0,9.0,3.0,3.0,0.0,610.0,26.0,8.0,3.0,0.9,0.8,17.0,2.0,401.0,46.0,298.0,16.0,2174.0,0.8,8.0,31.0,3.0,0.0,4.0,17.0,10.0,6.0,16.0,15.0,22.0,7.0,17.0,1.0,14.0,7.0,6.0,10.0,10.0,0.0,15.0,6.0,0.0,0.0,0.0,54.0,17.0,18.0
1,Atlético Madrid,1,2018-08-20,20:00:00,Away,Valencia,1,1,1.1,1.0,0.10833333333333334,1.0,13.0,4.0,2.0,0.0,658.0,17.0,12.0,8.0,1.2000000000000002,1.0,23.0,2.0,445.0,51.0,344.0,18.0,2682.0,0.6000000000000001,13.0,45.0,9.0,2.0,0.0,8.0,4.0,0.0,14.0,7.0,18.0,11.0,31.0,0.0,21.0,15.0,4.0,17.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,48.0,18.0,17.0
0,Athletic Club,1,2018-08-20,22:00:00,Home,Leganés,2,1,1.0,1.6400000000000001,0.075625,2.0,17.0,5.0,4.0,0.0,716.0,10.0,7.0,6.0,2.4,2.1,31.0,4.0,525.0,59.0,425.0,15.0,3238.0,1.5,13.0,53.0,9.0,3.0,1.0,26.0,6.0,0.0,9.0,3.0,13.0,10.0,16.0,0.0,19.0,5.0,2.0,16.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,45.0,24.0,29.0
1,Leganés,1,2018-08-20,22:00:00,Away,Athletic Club,1,2,2.2,1.02,0.04818181818181819,0.0,11.0,2.0,5.0,0.0,423.0,14.0,9.0,9.0,1.0,1.0,20.0,1.0,228.0,21.0,216.0,12.0,1918.0,0.6000000000000001,8.0,18.0,5.0,4.0,0.0,14.0,2.0,1.0,10.0,5.0,12.0,7.0,29.0,0.0,20.0,3.0,1.0,6.0,7.0,0.0,13.0,1.0,0.0,0.0,0.0,39.0,29.0,24.0
0,Getafe,2,2018-08-24,20:15:00,Home,Eibar,2,0,0.6,0.5800000000000001,0.0,0.0,9.0,0.0,1.0,0.0,581.0,17.0,11.0,10.0,0.6000000000000001,0.6000000000000001,16.0,0.0,304.0,39.0,274.0,6.0,2244.0,0.5,6.0,36.0,10.0,3.0,1.0,15.0,5.0,5.0,13.0,4.0,10.0,6.0,12.0,0.0,20.0,5.0,1.0,24.0,4.0,0.0,11.0,5.0,0.0,0.0,0.0,66.0,25.0,22.0
1,Eibar,2,2018-08-24,20:15:00,Away,Getafe,0,2,1.4,1.77,0.2783333333333333,1.0,7.0,4.0,2.0,0.0,420.0,9.0,15.0,16.0,1.3,0.8,13.0,3.0,153.0,18.0,179.0,4.0,2021.0,0.8,6.0,14.0,6.0,1.0,3.0,12.0,5.0,2.0,6.0,5.0,14.0,9.0,43.0,1.0,10.0,4.0,1.0,21.0,13.0,0.0,14.0,2.0,0.0,0.0,0.0,34.0,22.0,25.0
0,Leganés,2,2018-08-24,22:15:00,Home,Real Sociedad,2,2,1.6,1.78,0.04833333333333333,2.0,18.0,4.0,1.0,0.0,728.0,10.0,9.0,6.0,1.8,1.7,35.0,4.0,508.0,52.0,449.0,18.0,3333.0,1.3,16.0,41.0,14.0,10.0,0.0,39.0,5.0,3.0,7.0,1.0,9.0,8.0,4.0,0.0,26.0,7.0,3.0,8.0,9.0,0.0,12.0,3.0,0.0,0.0,0.0,55.0,29.0,32.0
1,Real Sociedad,2,2018-08-24,22:15:00,Away,Leganés,2,2,1.7,1.51,0.27166666666666667,1.0,7.0,6.0,2.0,0.0,442.0,16.0,14.0,12.0,1.5,1.4,13.0,3.0,215.0,26.0,192.0,6.0,1831.0,0.7,4.0,20.0,2.0,0.0,1.0,2.0,0.0,3.0,12.0,7.0,14.0,7.0,44.0,0.0,9.0,1.0,4.0,18.0,9.0,0.0,9.0,3.0,0.0,0.0,0.0,43.0,32.0,29.0
0,Alavés,2,2018-08-25,18:15:00,Home,Real Betis,0,0,0.9,0.63,0.05333333333333334,0.0,16.0,4.0,3.0,0.0,421.0,19.0,6.0,13.0,0.7000000000000001,0.2,24.0,0.0,211.0,26.0,217.0,18.0,2190.0,0.2,7.0,24.0,3.0,2.0,0.0,22.0,5.0,1.0,11.0,7.0,18.0,11.0,24.0,1.0,17.0,6.0,8.0,8.0,4.0,0.0,17.0,1.0,0.0,0.0,0.0,44.0,5.0,24.0
1,Real Betis,2,2018-08-25,18:15:00,Away,Alavés,0,0,0.6,0.93,0.022500000000000003,0.0,12.0,4.0,1.0,0.0,697.0,10.0,4.0,15.0,0.9,0.9000000000000001,21.0,0.0,500.0,50.0,376.0,23.0,3289.0,0.7999999999999999,10.0,47.0,10.0,2.0,2.0,21.0,6.0,5.0,8.0,6.0,14.0,8.0,31.0,0.0,23.0,7.0,8.0,11.0,12.0,0.0,15.0,5.0,0.0,0.0,0.0,53.0,24.0,5.0
0,Atlético Madrid,2,2018-08-25,20:15:00,Home,Rayo Vallecano,1,0,1.5,0.9199999999999999,0.11777777777777779,1.0,9.0,2.0,1.0,0.0,590.0,31.0,14.0,8.0,0.9,0.7999999999999999,16.0,1.0,365.0,43.0,304.0,16.0,2426.0,0.5,8.0,40.0,11.0,2.0,1.0,21.0,8.0,4.0,21.0,13.0,28.0,15.0,23.0,0.0,26.0,10.0,3.0,10.0,11.0,0.0,7.0,4.0,0.0,0.0,0.0,53.0,13.0,4.0
1,Rayo Vallecano,2,2018-08-25,20:15:00,Away,Atlético Madrid,0,1,0.9,1.48,0.08833333333333333,0.0,13.0,3.0,1.0,0.0,672.0,21.0,16.0,11.0,1.4,1.5,25.0,0.0,446.0,57.0,413.0,25.0,2836.0,0.6000000000000001,12.0,47.0,8.0,3.0,1.0,23.0,5.0,1.0,14.0,10.0,19.0,9.0,27.0,0.0,17.0,13.0,2.0,17.0,18.0,0.0,8.0,1.0,0.0,0.0,0.0,60.0,4.0,13.0
0,Valladolid,2,2018-08-25,22:15:00,Home,Barcelona,0,1,1.0,1.01,0.158,1.0,10.0,5.0,1.0,0.0,723.0,9.0,6.0,11.0,1.0,0.7999999999999999,16.0,2.0,534.0,71.0,505.0,27.0,3545.0,1.1,6.0,48.0,16.0,1.0,4.0,16.0,10.0,1.0,6.0,5.0,9.0,4.0,10.0,0.0,28.0,6.0,6.0,15.0,17.0,0.0,11.0,1.0,0.0,0.0,0.0,55.0,12.0,9.0
1,Barcelona,2,2018-08-25,22:15:00,Away,Valladolid,1,0,0.4,0.43,0.105,0.0,7.0,4.0,1.0,0.0,477.0,23.0,14.0,16.0,0.39999999999999997,0.3,11.0,0.0,259.0,31.0,238.0,15.0,2099.0,0.30000000000000004,6.0,23.0,6.0,1.0,1.0,20.0,6.0,2.0,14.0,6.0,18.0,12.0,22.0,0.0,14.0,5.0,3.0,16.0,4.0,0.0,13.0,2.0,0.0,0.0,0.0,58.0,9.0,12.0
0,Espanyol,2,2018-08-26,18:15:00,Home,Valencia,2,0,1.9,1.26,0.10263157894736842,1.0,19.0,9.0,1.0,0.0,617.0,17.0,13.0,21.0,1.2000000000000002,0.5,34.0,3.0,397.0,34.0,366.0,15.0,2795.0,0.8,14.0,30.0,12.0,3.0,0.0,20.0,6.0,2.0,11.0,6.0,11.0,5.0,34.0,0.0,24.0,7.0,2.0,15.0,13.0,0.0,16.0,2.0,0.0,0.0,0.0,58.0,14.0,6.0
1,Valencia,2,2018-08-26,18:15:00,Away,Espanyol,0,2,1.3,1.8599999999999999,0.048666666666666664,0.0,16.0,3.0,1.0,0.0,623.0,20.0,12.0,20.0,1.9000000000000001,1.7,30.0,0.0,410.0,49.0,313.0,13.0,2687.0,1.3,13.0,30.0,11.0,3.0,0.0,19.0,10.0,1.0,14.0,7.0,18.0,11.0,21.0,1.0,23.0,6.0,3.0,5.0,11.0,0.0,12.0,1.0,0.0,0.0,0.0,53.0,6.0,14.0
0,Girona,2,2018-08-26,22:15:00,Home,Real Madrid,1,4,3.9,0.44,0.181,0.0,10.0,5.0,2.0,0.0,489.0,13.0,16.0,10.0,0.4,0.2,16.0,1.0,296.0,29.0,242.0,15.0,1973.0,0.30000000000000004,5.0,18.0,6.0,1.0,2.0,17.0,4.0,2.0,7.0,10.0,21.0,11.0,25.0,1.0,15.0,4.0,3.0,10.0,8.0,0.0,13.0,2.0,0.0,2.0,0.0,51.0,12.0,11.0
1,Real Madrid,2,2018-08-26,22:15:00,Away,Girona,4,1,0.4,4.4,0.2557894736842105,2.0,18.0,6.0,3.0,0.0,859.0,12.0,9.0,4.0,2.8,2.7,37.0,8.0,673.0,68.0,610.0,31.0,3703.0,1.7000000000000002,14.0,50.0,13.0,2.0,4.0,20.0,7.0,1.0,6.0,4.0,10.0,6.0,23.0,0.0,32.0,10.0,12.0,9.0,3.0,0.0,11.0,1.0,2.0,0.0,0.0,42.0,11.0,12.0
0,Sevilla,2,2018-08-26,22:15:00,Home,Villarreal,0,0,1.0,1.8,0.051666666666666666,0.0,19.0,2.0,3.0,0.0,622.0,13.0,7.0,12.0,1.9000000000000001,1.7000000000000002,36.0,0.0,422.0,60.0,353.0,26.0,2962.0,1.0,14.0,46.0,17.0,8.0,1.0,31.0,4.0,0.0,13.0,3.0,11.0,8.0,19.0,0.0,34.0,6.0,8.0,15.0,15.0,0.0,13.0,0.0,0.0,0.0,0.0,50.0,11.0,13.0
1,Villarreal,2,2018-08-26,22:15:00,Away,Sevilla,0,0,1.9,1.04,0.09066666666666667,0.0,15.0,6.0,2.0,0.0,585.0,21.0,11.0,16.0,1.0,0.9,25.0,0.0,379.0,35.0,317.0,16.0,2764.0,0.6,12.0,31.0,4.0,1.0,1.0,13.0,5.0,2.0,16.0,6.0,13.0,7.0,41.0,0.0,13.0,3.0,5.0,9.0,10.0,0.0,14.0,2.0,0.0,0.0,0.0,44.0,13.0,11.0
0,Levante,2,2018-08-27,20:15:00,Home,Celta Vigo,1,2,2.5,2.5300000000000002,0.09523809523809523,2.0,21.0,8.0,3.0,0.0,539.0,23.0,11.0,11.0,2.6,2.3,35.0,3.0,317.0,28.0,311.0,20.0,2515.0,1.7,16.0,16.0,10.0,1.0,2.0,12.0,7.0,4.0,18.0,7.0,14.0,7.0,38.0,0.0,21.0,7.0,5.0,14.0,13.0,0.0,8.0,4.0,0.0,1.0,0.0,54.0,23.0,9.0
1,Celta Vigo,2,2018-08-27,20:15:00,Away,Levante,2,1,1.9,1.8900000000000001,0.11071428571428572,0.0,14.0,5.0,2.0,0.0,580.0,20.0,4.0,13.0,1.2000000000000002,1.0,28.0,2.0,377.0,48.0,297.0,27.0,2912.0,0.8,10.0,35.0,10.0,5.0,1.0,37.0,7.0,1.0,16.0,7.0,16.0,9.0,10.0,0.0,21.0,7.0,4.0,11.0,16.0,0.0,14.0,1.0,1.0,0.0,0.0,57.0,9.0,23.0
0,Athletic Club,2,2018-08-27,22:00:00,Home,Huesca,2,2,0.3,0.63,0.058571428571428566,2.0,14.0,4.0,2.0,0.0,661.0,19.0,16.0,8.0,0.6000000000000001,0.7000000000000001,25.0,4.0,452.0,57.0,311.0,23.0,2539.0,0.6000000000000001,12.0,43.0,10.0,2.0,0.0,14.0,3.0,2.0,11.0,11.0,19.0,8.0,18.0,0.0,22.0,7.0,4.0,15.0,5.0,0.0,15.0,2.0,0.0,0.0,0.0,48.0,24.0,17.0
1,Huesca,2,2018-08-27,22:00:00,Away,Athletic Club,2,2,0.6,0.26,0.14,2.0,9.0,4.0,2.0,0.0,486.0,12.0,12.0,11.0,0.2,0.1,15.0,3.0,280.0,28.0,248.0,20.0,1926.0,0.5,7.0,16.0,6.0,3.0,1.0,18.0,2.0,1.0,8.0,7.0,15.0,8.0,19.0,0.0,11.0,11.0,0.0,13.0,8.0,0.0,16.0,1.0,0.0,0.0,0.0,46.0,17.0,24.0
0,Getafe,3,2018-08-31,20:00:00,Home,Valladolid,0,0,0.9,1.11,0.07727272727272728,0.0,12.0,3.0,3.0,0.0,562.0,15.0,14.0,6.0,1.2,1.0,19.0,0.0,304.0,34.0,235.0,28.0,2464.0,1.0,8.0,22.0,8.0,4.0,0.0,30.0,6.0,1.0,9.0,2.0,5.0,3.0,25.0,0.0,26.0,13.0,8.0,26.0,12.0,0.0,22.0,1.0,0.0,0.0,0.0,58.0,28.0,12.0
1,Valladolid,3,2018-08-31,20:00:00,Away,Getafe,0,0,1.2,0.92,0.22,0.0,7.0,4.0,1.0,0.0,506.0,25.0,12.0,13.0,0.8999999999999999,0.2,13.0,0.0,238.0,14.0,205.0,9.0,1763.0,0.1,4.0,13.0,2.0,2.0,0.0,16.0,7.0,1.0,18.0,13.0,22.0,9.0,31.0,0.0,8.0,2.0,2.0,22.0,13.0,0.0,14.0,1.0,0.0,0.0,0.0,61.0,12.0,28.0
0,Villarreal,3,2018-08-31,22:00:00,Home,Girona,0,1,1.0,0.96,0.08071428571428571,1.0,14.0,6.0,2.0,0.0,432.0,13.0,15.0,9.0,0.9,0.7000000000000001,23.0,2.0,227.0,22.0,206.0,13.0,2091.0,0.5,9.0,12.0,4.0,1.0,1.0,15.0,2.0,1.0,9.0,6.0,11.0,5.0,29.0,0.0,10.0,7.0,3.0,12.0,12.0,0.0,11.0,1.0,0.0,0.0,0.0,46.0,14.0,13.0
1,Girona,3,2018-08-31,22:00:00,Away,Villarreal,1,0,1.1,1.07,0.06083333333333333,0.0,13.0,3.0,3.0,0.0,688.0,19.0,11.0,8.0,1.1,1.2,25.0,0.0,500.0,51.0,468.0,30.0,3080.0,1.5,11.0,41.0,9.0,2.0,3.0,23.0,7.0,1.0,6.0,7.0,14.0,7.0,8.0,0.0,25.0,6.0,4.0,15.0,7.0,0.0,16.0,1.0,0.0,0.0,0.0,51.0,13.0,14.0
0,Eibar,3,2018-08-31,22:00:00,Home,Real Sociedad,2,1,1.3,0.9500000000000001,0.11714285714285713,2.0,8.0,2.0,3.0,0.0,590.0,11.0,6.0,10.0,0.8999999999999999,0.9,16.0,4.0,317.0,40.0,296.0,9.0,2403.0,0.9,7.0,42.0,12.0,6.0,0.0,23.0,4.0,4.0,8.0,4.0,16.0,12.0,17.0,0.0,22.0,10.0,3.0,18.0,9.0,0.0,17.0,4.0,0.0,1.0,0.0,63.0,40.0,34.0
1,Real Sociedad,3,2018-08-31,22:00:00,Away,Eibar,1,2,1.0,1.34,0.1757142857142857,0.0,6.0,1.0,2.0,0.0,485.0,19.0,17.0,12.0,0.5,0.0,13.0,2.0,210.0,16.0,207.0,6.0,2019.0,0.0,1.0,13.0,1.0,0.0,1.0,6.0,2.0,3.0,10.0,10.0,12.0,2.0,31.0,0.0,8.0,4.0,1.0,15.0,7.0,0.0,15.0,3.0,1.0,0.0,0.0,63.0,34.0,40.0
0,Celta Vigo,3,2018-09-01,18:30:00,Home,Atlético Madrid,2,0,0.4,0.38,0.0,0.0,10.0,0.0,5.0,1.0,568.0,17.0,5.0,4.0,0.4,0.30000000000000004,17.0,0.0,377.0,46.0,358.0,11.0,2449.0,0.30000000000000004,8.0,50.0,8.0,4.0,2.0,31.0,8.0,1.0,8.0,8.0,21.0,13.0,12.0,1.0,20.0,5.0,4.0,17.0,3.0,1.0,14.0,1.0,0.0,0.0,0.0,46.0,17.0,20.0
1,Atlético Madrid,3,2018-09-01,18:30:00,Away,Celta Vigo,0,2,0.5,0.52,0.101,1.0,10.0,4.0,4.0,0.0,585.0,8.0,10.0,9.0,0.6000000000000001,0.5,18.0,2.0,392.0,30.0,376.0,23.0,2459.0,0.30000000000000004,9.0,18.0,3.0,1.0,0.0,8.0,2.0,3.0,4.0,5.0,8.0,3.0,36.0,1.0,12.0,8.0,6.0,14.0,9.0,0.0,12.0,3.0,0.0,0.0,0.0,46.0,20.0,17.0
0,Real Madrid,3,2018-09-01,20:45:00,Home,Leganés,4,1,1.1,1.0,0.1542857142857143,0.0,7.0,2.0,1.0,0.0,379.0,11.0,11.0,11.0,0.2,0.30000000000000004,13.0,2.0,202.0,25.0,208.0,7.0,1946.0,0.2,6.0,18.0,3.0,3.0,0.0,11.0,1.0,1.0,7.0,5.0,18.0,13.0,24.0,0.0,8.0,6.0,1.0,13.0,10.0,0.0,11.0,1.0,1.0,1.0,0.0,48.0,16.0,19.0
1,Leganés,3,2018-09-01,20:45:00,Away,Real Madrid,1,4,2.5,2.51,0.17058823529411765,3.0,16.0,7.0,1.0,0.0,1005.0,16.0,7.0,2.0,1.6,1.7000000000000002,33.0,8.0,830.0,70.0,751.0,32.0,4127.0,1.2000000000000002,14.0,65.0,18.0,5.0,0.0,27.0,8.0,1.0,11.0,6.0,8.0,2.0,7.0,0.0,34.0,5.0,9.0,18.0,6.0,0.0,11.0,1.0,1.0,1.0,0.0,54.0,19.0,16.0
0,Levante,3,2018-09-02,12:00:00,Home,Valencia,2,2,4.1,1.69,0.19999999999999998,1.0,13.0,4.0,4.0,1.0,511.0,17.0,14.0,10.0,1.7,1.0,24.0,3.0,316.0,47.0,243.0,26.0,2447.0,0.8,10.0,27.0,12.0,4.0,2.0,30.0,3.0,4.0,14.0,8.0,13.0,5.0,25.0,0.0,18.0,4.0,6.0,10.0,11.0,1.0,14.0,4.0,0.0,1.0,0.0,53.0,10.0,11.0
1,Valencia,3,2018-09-02,12:00:00,Away,Levante,2,2,1.6,4.14,0.1411111111111111,1.0,17.0,4.0,2.0,0.0,605.0,15.0,12.0,13.0,3.3,2.5,34.0,4.0,395.0,46.0,409.0,14.0,2778.0,2.4,14.0,34.0,10.0,3.0,2.0,21.0,5.0,4.0,11.0,4.0,12.0,8.0,28.0,1.0,33.0,8.0,7.0,11.0,9.0,0.0,10.0,4.0,1.0,0.0,0.0,45.0,11.0,10.0
0,Alavés,3,2018-09-02,16:15:00,Home,Espanyol,2,1,1.2,1.29,0.1757142857142857,1.0,8.0,5.0,4.0,0.0,442.0,15.0,7.0,14.0,1.3,0.6000000000000001,14.0,3.0,225.0,20.0,216.0,16.0,2003.0,0.2,5.0,18.0,1.0,1.0,1.0,13.0,0.0,2.0,10.0,5.0,13.0,8.0,42.0,0.0,12.0,3.0,8.0,13.0,7.0,0.0,19.0,2.0,0.0,1.0,0.0,44.0,16.0,15.0
