,team,matchday,date,time,location,opponent,score,score_against,xg_against,xG,PSxG,assists,shots,shots_on_target,yellows,reds,touches,tackles,interceptions,blocks_by_player,non_penalty_expected_goals,expected_assisted_goals,shot_creating_actions,goal_creating_actions,passes_completed,progressive_passes,carries,progressive_carries,progressive_passing_distance,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,through_balls,crosses,corner_kicks,passes_offside,tackles_won,dribblers_tackled,dribbler_tackles_attempts,unsuccessful_dribbler_challenge,clearances,error_leading_to_opponent_shot,touches_in_attacking_penalty_area,player_take_ons_tackled,carries_into_penalty_box,failed_controls,dispossession_after_tackle,double_yellows,fouls,offsides,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerials_won,aerials_lost
0,Villarreal,1,2019-08-17,21:00:00,Home,Granada,4,4,1.9,1.9300000000000002,0.18714285714285714,2.0,13.0,6.0,1.0,0.0,514.0,10.0,8.0,4.0,1.1,1.2,25.0,6.0,328.0,48.0,304.0,17.0,2617.0,0.9,13.0,35.0,4.0,2.0,1.0,27.0,7.0,6.0,3.0,5.0,15.0,10.0,5.0,1.0,17.0,11.0,5.0,11.0,7.0,0.0,16.0,6.0,1.0,1.0,0.0,53.0,12.0,16.0
1,Granada,1,2019-08-17,21:00:00,Away,Villarreal,4,4,1.9,1.84,0.25363636363636366,3.0,11.0,6.0,3.0,0.0,595.0,18.0,5.0,10.0,1.0,0.9,21.0,7.0,404.0,34.0,362.0,12.0,2653.0,0.7000000000000001,10.0,22.0,4.0,1.0,0.0,11.0,2.0,3.0,9.0,11.0,18.0,7.0,18.0,1.0,20.0,5.0,7.0,13.0,5.0,0.0,10.0,3.0,1.0,1.0,1.0,42.0,16.0,12.0
0,Alavés,1,2019-08-18,17:00:00,Home,Levante,1,0,1.1,0.5,0.04111111111111111,1.0,9.0,2.0,2.0,0.0,419.0,17.0,9.0,11.0,0.5,0.30000000000000004,16.0,2.0,207.0,23.0,166.0,9.0,2127.0,0.4,6.0,20.0,4.0,2.0,0.0,16.0,2.0,0.0,12.0,12.0,19.0,7.0,35.0,0.0,10.0,3.0,1.0,9.0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,35.0,22.0,15.0
1,Levante,1,2019-08-18,17:00:00,Away,Alavés,0,1,0.5,1.06,0.04666666666666667,0.0,16.0,4.0,1.0,0.0,608.0,15.0,6.0,8.0,1.1,0.8,26.0,0.0,401.0,54.0,344.0,26.0,2412.0,0.5,11.0,38.0,9.0,3.0,2.0,30.0,9.0,1.0,13.0,3.0,11.0,8.0,13.0,0.0,17.0,12.0,2.0,11.0,5.0,0.0,15.0,1.0,0.0,0.0,0.0,40.0,15.0,22.0
0,Espanyol,1,2019-08-18,19:00:00,Home,Sevilla,0,2,1.6,0.16,0.06833333333333334,0.0,7.0,2.0,2.0,0.0,536.0,13.0,10.0,8.0,0.2,0.1,13.0,0.0,356.0,20.0,299.0,9.0,2076.0,0.1,5.0,19.0,1.0,1.0,1.0,14.0,8.0,2.0,9.0,3.0,16.0,13.0,12.0,1.0,5.0,2.0,0.0,15.0,9.0,0.0,11.0,2.0,0.0,0.0,0.0,38.0,17.0,15.0
1,Sevilla,1,2019-08-18,19:00:00,Away,Espanyol,2,0,0.2,2.59,0.19166666666666665,1.0,12.0,4.0,2.0,0.0,643.0,11.0,5.0,10.0,2.1,0.5,19.0,3.0,455.0,40.0,356.0,13.0,2497.0,0.4,6.0,30.0,7.0,1.0,0.0,9.0,4.0,4.0,8.0,2.0,5.0,3.0,19.0,0.0,24.0,3.0,9.0,17.0,10.0,0.0,17.0,4.0,0.0,0.0,0.0,55.0,15.0,17.0
0,Real Betis,1,2019-08-18,21:00:00,Home,Valladolid,1,2,0.7,1.49,0.11692307692307692,1.0,13.0,4.0,2.0,1.0,515.0,8.0,4.0,8.0,1.5,1.3,24.0,2.0,340.0,31.0,313.0,15.0,2070.0,0.4,8.0,19.0,3.0,1.0,1.0,13.0,6.0,2.0,4.0,4.0,8.0,4.0,11.0,0.0,19.0,8.0,9.0,13.0,7.0,0.0,11.0,2.0,0.0,0.0,0.0,29.0,6.0,7.0
1,Valladolid,1,2019-08-18,21:00:00,Away,Real Betis,2,1,1.5,0.68,0.08538461538461538,2.0,14.0,3.0,6.0,0.0,556.0,15.0,12.0,9.0,0.8,0.5,23.0,4.0,384.0,41.0,324.0,20.0,2035.0,0.4,10.0,34.0,5.0,3.0,1.0,14.0,1.0,1.0,8.0,8.0,27.0,19.0,16.0,0.0,12.0,4.0,4.0,8.0,4.0,0.0,19.0,1.0,0.0,0.0,0.0,35.0,7.0,6.0
0,Atlético Madrid,1,2019-08-18,22:00:00,Home,Getafe,1,0,0.3,2.3,0.782,1.0,4.0,4.0,3.0,1.0,535.0,12.0,13.0,5.0,1.5,1.5,9.0,2.0,366.0,20.0,295.0,5.0,2350.0,0.6,4.0,21.0,6.0,1.0,2.0,7.0,3.0,3.0,9.0,5.0,5.0,0.0,19.0,0.0,8.0,2.0,1.0,15.0,7.0,1.0,19.0,3.0,1.0,0.0,0.0,33.0,19.0,19.0
1,Getafe,1,2019-08-18,22:00:00,Away,Atlético Madrid,0,1,2.2,0.26,0.0,0.0,6.0,0.0,4.0,1.0,422.0,9.0,6.0,9.0,0.30000000000000004,0.1,10.0,0.0,249.0,42.0,225.0,11.0,1999.0,0.2,4.0,38.0,7.0,5.0,0.0,28.0,4.0,0.0,5.0,2.0,9.0,7.0,8.0,0.0,10.0,5.0,0.0,10.0,7.0,0.0,22.0,0.0,0.0,1.0,0.0,35.0,19.0,19.0
0,Granada,2,2019-08-23,20:00:00,Home,Sevilla,0,1,1.1,0.53,0.0,0.0,12.0,0.0,1.0,0.0,542.0,13.0,7.0,10.0,0.5,0.30000000000000004,22.0,0.0,318.0,32.0,338.0,13.0,1967.0,0.5,6.0,24.0,8.0,2.0,2.0,22.0,6.0,2.0,7.0,5.0,19.0,14.0,15.0,0.0,26.0,11.0,3.0,9.0,10.0,0.0,13.0,2.0,0.0,0.0,0.0,48.0,12.0,29.0
1,Sevilla,2,2019-08-23,20:00:00,Away,Granada,1,0,0.5,1.1,0.119,0.0,11.0,6.0,1.0,0.0,631.0,21.0,7.0,11.0,1.2000000000000002,0.1,19.0,1.0,407.0,38.0,334.0,15.0,3304.0,0.30000000000000004,6.0,36.0,5.0,1.0,0.0,14.0,6.0,4.0,8.0,11.0,22.0,11.0,24.0,0.0,18.0,5.0,8.0,12.0,8.0,0.0,14.0,4.0,0.0,0.0,0.0,53.0,29.0,12.0
0,Levante,2,2019-08-23,22:00:00,Home,Villarreal,2,1,3.0,2.0300000000000002,0.13733333333333334,0.0,14.0,2.0,1.0,0.0,518.0,17.0,9.0,11.0,0.5,0.4,29.0,3.0,327.0,24.0,276.0,18.0,2105.0,0.2,12.0,23.0,3.0,0.0,0.0,13.0,7.0,3.0,13.0,10.0,22.0,12.0,10.0,0.0,16.0,7.0,6.0,6.0,8.0,0.0,5.0,3.0,2.0,0.0,0.0,43.0,10.0,5.0
1,Villarreal,2,2019-08-23,22:00:00,Away,Levante,1,2,2.1,3.11,0.08391304347826087,1.0,23.0,6.0,2.0,0.0,556.0,15.0,5.0,8.0,3.0,2.9,42.0,1.0,362.0,35.0,358.0,33.0,2305.0,2.2,19.0,18.0,6.0,1.0,0.0,7.0,3.0,2.0,11.0,7.0,11.0,4.0,18.0,0.0,32.0,10.0,13.0,13.0,7.0,0.0,9.0,2.0,0.0,2.0,0.0,53.0,5.0,10.0
0,Osasuna,2,2019-08-24,17:00:00,Home,Eibar,0,0,0.8,0.66,0.0,0.0,12.0,0.0,4.0,0.0,459.0,16.0,11.0,4.0,0.8,0.5,18.0,0.0,202.0,18.0,190.0,7.0,2128.0,1.0,6.0,21.0,3.0,2.0,2.0,22.0,6.0,1.0,8.0,7.0,11.0,4.0,24.0,0.0,10.0,8.0,0.0,9.0,13.0,0.0,12.0,1.0,0.0,0.0,0.0,53.0,37.0,34.0
1,Eibar,2,2019-08-24,17:00:00,Away,Osasuna,0,0,0.5,0.53,0.09333333333333334,0.0,6.0,2.0,4.0,0.0,447.0,21.0,8.0,14.0,0.5,0.4,9.0,0.0,191.0,28.0,171.0,13.0,2074.0,0.5,3.0,21.0,7.0,1.0,1.0,18.0,6.0,4.0,12.0,8.0,15.0,7.0,20.0,1.0,12.0,7.0,2.0,17.0,9.0,0.0,15.0,4.0,0.0,0.0,0.0,49.0,34.0,37.0
0,Real Madrid,2,2019-08-24,19:00:00,Home,Valladolid,1,1,1.2,1.58,0.03666666666666667,1.0,22.0,4.0,2.0,0.0,783.0,10.0,10.0,12.0,1.6,1.7,44.0,2.0,610.0,86.0,529.0,38.0,3460.0,2.0,20.0,61.0,20.0,8.0,1.0,31.0,4.0,0.0,6.0,1.0,8.0,7.0,8.0,0.0,37.0,3.0,8.0,20.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,56.0,13.0,10.0
1,Valladolid,2,2019-08-24,19:00:00,Away,Real Madrid,1,1,1.7,1.24,0.08888888888888889,1.0,9.0,2.0,2.0,0.0,423.0,9.0,13.0,2.0,1.2,1.1,16.0,2.0,264.0,35.0,233.0,10.0,2671.0,0.8,8.0,19.0,3.0,1.0,2.0,10.0,3.0,1.0,5.0,3.0,18.0,15.0,19.0,0.0,7.0,1.0,3.0,11.0,9.0,0.0,11.0,1.0,0.0,0.0,0.0,36.0,10.0,13.0
0,Getafe,2,2019-08-24,21:00:00,Home,Athletic Club,1,1,0.5,0.5,0.11249999999999999,1.0,4.0,2.0,1.0,0.0,544.0,12.0,7.0,9.0,0.5,0.39999999999999997,8.0,2.0,269.0,28.0,216.0,6.0,2618.0,0.5,4.0,20.0,6.0,3.0,0.0,16.0,6.0,3.0,7.0,2.0,10.0,8.0,31.0,0.0,15.0,7.0,2.0,17.0,2.0,0.0,11.0,3.0,0.0,0.0,0.0,46.0,42.0,22.0
1,Athletic Club,2,2019-08-24,21:00:00,Away,Getafe,1,1,0.3,0.31,0.04833333333333334,1.0,7.0,2.0,2.0,0.0,483.0,9.0,12.0,6.0,0.2,0.30000000000000004,11.0,2.0,212.0,26.0,219.0,8.0,1771.0,0.4,5.0,14.0,6.0,3.0,0.0,26.0,4.0,0.0,5.0,7.0,15.0,8.0,17.0,0.0,15.0,2.0,2.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,51.0,22.0,42.0
0,Celta Vigo,2,2019-08-24,21:00:00,Home,Valencia,1,0,1.0,1.08,0.072,1.0,10.0,5.0,1.0,0.0,647.0,11.0,9.0,8.0,1.1,0.7,21.0,2.0,454.0,41.0,383.0,26.0,2702.0,0.7,9.0,26.0,7.0,2.0,1.0,13.0,6.0,2.0,7.0,5.0,16.0,11.0,21.0,0.0,22.0,8.0,8.0,12.0,11.0,0.0,8.0,2.0,1.0,0.0,0.0,40.0,15.0,12.0
1,Valencia,2,2019-08-24,21:00:00,Away,Celta Vigo,0,1,1.9,1.13,0.028999999999999998,0.0,10.0,1.0,2.0,0.0,556.0,19.0,8.0,6.0,1.0,0.9,17.0,0.0,368.0,49.0,332.0,37.0,2196.0,1.0,8.0,35.0,15.0,5.0,1.0,20.0,4.0,1.0,10.0,8.0,15.0,7.0,15.0,1.0,31.0,5.0,4.0,16.0,6.0,0.0,12.0,1.0,0.0,1.0,0.0,51.0,12.0,15.0
0,Alavés,2,2019-08-25,17:00:00,Home,Espanyol,0,0,0.2,0.78,0.02,0.0,10.0,2.0,3.0,0.0,475.0,17.0,17.0,4.0,1.0,0.7,20.0,0.0,266.0,31.0,267.0,16.0,2043.0,0.30000000000000004,8.0,20.0,4.0,0.0,0.0,15.0,3.0,2.0,6.0,8.0,24.0,16.0,23.0,0.0,12.0,9.0,2.0,20.0,12.0,0.0,13.0,2.0,0.0,0.0,0.0,52.0,15.0,14.0
1,Espanyol,2,2019-08-25,17:00:00,Away,Alavés,0,0,0.8,0.25,0.022,0.0,5.0,1.0,1.0,0.0,730.0,21.0,7.0,5.0,0.2,0.30000000000000004,10.0,0.0,515.0,36.0,449.0,19.0,2960.0,0.1,5.0,36.0,1.0,0.0,1.0,15.0,5.0,1.0,11.0,9.0,19.0,10.0,26.0,1.0,9.0,8.0,3.0,15.0,9.0,0.0,10.0,1.0,0.0,0.0,0.0,55.0,14.0,15.0
0,Mallorca,2,2019-08-25,17:00:00,Home,Real Sociedad,0,1,1.6,0.97,0.06333333333333334,0.0,12.0,4.0,1.0,0.0,434.0,12.0,9.0,8.0,0.8999999999999999,0.8,21.0,0.0,242.0,29.0,199.0,18.0,2043.0,0.7,8.0,14.0,6.0,0.0,0.0,20.0,5.0,1.0,6.0,6.0,12.0,6.0,15.0,0.0,25.0,5.0,6.0,17.0,4.0,0.0,16.0,1.0,0.0,0.0,0.0,42.0,18.0,13.0
1,Real Sociedad,2,2019-08-25,17:00:00,Away,Mallorca,1,0,1.0,1.47,0.09727272727272727,1.0,12.0,4.0,2.0,0.0,706.0,9.0,11.0,12.0,1.6,1.5,18.0,2.0,510.0,43.0,424.0,27.0,2706.0,0.6,8.0,37.0,9.0,2.0,1.0,16.0,5.0,0.0,4.0,5.0,13.0,8.0,26.0,0.0,24.0,6.0,7.0,12.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,46.0,13.0,18.0
0,Leganés,2,2019-08-25,19:00:00,Home,Atlético Madrid,0,1,1.8,1.18,0.198,1.0,6.0,4.0,5.0,0.0,642.0,13.0,8.0,11.0,1.8,1.8,11.0,2.0,419.0,34.0,351.0,10.0,2638.0,0.8,6.0,32.0,5.0,0.0,4.0,7.0,4.0,4.0,10.0,3.0,8.0,5.0,31.0,1.0,14.0,3.0,2.0,21.0,14.0,0.0,13.0,4.0,0.0,0.0,0.0,52.0,27.0,21.0
1,Atlético Madrid,2,2019-08-25,19:00:00,Away,Leganés,1,0,0.4,0.45,0.052000000000000005,0.0,10.0,4.0,4.0,0.0,488.0,17.0,18.0,7.0,0.4,0.2,16.0,0.0,261.0,40.0,231.0,9.0,2006.0,0.7000000000000001,7.0,29.0,14.0,5.0,0.0,25.0,9.0,3.0,13.0,3.0,12.0,9.0,16.0,1.0,25.0,3.0,2.0,20.0,10.0,0.0,12.0,3.0,0.0,0.0,0.0,50.0,21.0,27.0
0,Barcelona,2,2019-08-25,21:00:00,Home,Real Betis,5,2,0.2,2.59,0.16052631578947368,5.0,20.0,7.0,1.0,0.0,918.0,21.0,9.0,11.0,2.7,2.6,37.0,9.0,742.0,80.0,593.0,37.0,3348.0,2.1,20.0,70.0,21.0,2.0,1.0,19.0,11.0,4.0,16.0,5.0,16.0,11.0,3.0,0.0,55.0,12.0,16.0,18.0,10.0,0.0,14.0,4.0,0.0,0.0,0.0,59.0,7.0,6.0
1,Real Betis,2,2019-08-25,21:00:00,Away,Barcelona,2,5,2.6,0.17,0.3075,1.0,4.0,3.0,1.0,0.0,461.0,22.0,16.0,13.0,0.1,0.1,6.0,2.0,275.0,23.0,243.0,13.0,1963.0,0.0,2.0,12.0,2.0,0.0,0.0,3.0,0.0,2.0,14.0,12.0,24.0,12.0,17.0,0.0,4.0,5.0,2.0,19.0,16.0,0.0,12.0,2.0,0.0,0.0,0.0,51.0,6.0,7.0
0,Sevilla,3,2019-08-30,20:00:00,Home,Celta Vigo,1,1,0.4,0.4,0.43,1.0,2.0,1.0,2.0,0.0,489.0,9.0,15.0,9.0,0.4,0.4,4.0,2.0,305.0,20.0,274.0,9.0,2005.0,0.3,2.0,25.0,2.0,0.0,2.0,5.0,1.0,0.0,6.0,5.0,18.0,13.0,28.0,0.0,3.0,8.0,3.0,14.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,33.0,12.0,16.0
1,Celta Vigo,3,2019-08-30,20:00:00,Away,Sevilla,1,1,1.5,1.48,0.041666666666666664,1.0,19.0,5.0,4.0,0.0,731.0,17.0,8.0,7.0,1.5,0.9,32.0,2.0,551.0,68.0,411.0,30.0,3228.0,1.4,12.0,57.0,11.0,2.0,0.0,31.0,9.0,2.0,11.0,8.0,19.0,11.0,6.0,0.0,33.0,5.0,8.0,8.0,4.0,0.0,16.0,2.0,0.0,0.0,0.0,47.0,16.0,12.0
0,Athletic Club,3,2019-08-30,22:00:00,Home,Real Sociedad,2,0,0.2,1.02,0.11933333333333333,2.0,15.0,5.0,2.0,0.0,450.0,20.0,9.0,13.0,0.9,0.8,23.0,4.0,246.0,24.0,243.0,11.0,1550.0,0.6000000000000001,9.0,16.0,4.0,0.0,0.0,9.0,3.0,2.0,14.0,5.0,19.0,14.0,10.0,0.0,18.0,5.0,3.0,13.0,7.0,0.0,18.0,2.0,0.0,0.0,0.0,52.0,10.0,26.0
1,Real Sociedad,3,2019-08-30,22:00:00,Away,Athletic Club,0,2,1.0,0.03,0.14,0.0,2.0,2.0,2.0,0.0,615.0,12.0,8.0,6.0,0.1,0.1,4.0,0.0,426.0,37.0,386.0,12.0,2597.0,0.2,2.0,27.0,6.0,0.0,0.0,7.0,0.0,2.0,9.0,5.0,11.0,6.0,16.0,1.0,8.0,5.0,1.0,19.0,15.0,0.0,17.0,2.0,0.0,0.0,0.0,44.0,26.0,10.0
0,Osasuna,3,2019-08-31,17:00:00,Home,Barcelona,2,2,0.4,0.38,0.09125,2.0,8.0,4.0,4.0,0.0,871.0,16.0,6.0,5.0,0.4,0.30000000000000004,13.0,3.0,662.0,64.0,544.0,23.0,2907.0,0.4,7.0,59.0,7.0,2.0,6.0,14.0,2.0,1.0,12.0,3.0,12.0,9.0,16.0,0.0,15.0,8.0,3.0,21.0,10.0,0.0,9.0,1.0,0.0,1.0,0.0,49.0,18.0,18.0
1,Barcelona,3,2019-08-31,17:00:00,Away,Osasuna,2,2,1.8,1.84,0.13428571428571429,1.0,14.0,4.0,3.0,0.0,404.0,18.0,19.0,11.0,1.0,0.9,24.0,3.0,176.0,27.0,168.0,6.0,1948.0,0.7000000000000001,12.0,25.0,6.0,5.0,0.0,15.0,3.0,0.0,10.0,8.0,21.0,13.0,17.0,0.0,16.0,3.0,4.0,14.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,40.0,18.0,18.0
0,Levante,3,2019-08-31,19:00:00,Home,Valladolid,2,0,1.1,2.37,0.10400000000000001,0.0,16.0,3.0,2.0,0.0,505.0,11.0,10.0,9.0,2.7,1.6,28.0,3.0,296.0,51.0,284.0,29.0,2415.0,1.0,11.0,33.0,6.0,0.0,1.0,26.0,6.0,2.0,9.0,4.0,13.0,9.0,11.0,0.0,18.0,4.0,3.0,17.0,6.0,0.0,9.0,2.0,0.0,0.0,0.0,48.0,14.0,15.0
1,Valladolid,3,2019-08-31,19:00:00,Away,Levante,0,2,2.7,1.17,0.051333333333333335,0.0,15.0,3.0,2.0,0.0,491.0,10.0,5.0,12.0,1.2,0.8,26.0,0.0,290.0,32.0,213.0,18.0,2408.0,0.8999999999999999,11.0,29.0,6.0,2.0,0.0,17.0,6.0,2.0,8.0,4.0,16.0,12.0,22.0,1.0,21.0,4.0,6.0,11.0,7.0,0.0,10.0,2.0,0.0,0.0,0.0,47.0,15.0,14.0
0,Getafe,3,2019-08-31,19:00:00,Home,Alavés,1,1,1.0,2.54,0.2,0.0,5.0,1.0,1.0,0.0,419.0,13.0,5.0,16.0,2.0,0.7,5.0,1.0,176.0,12.0,164.0,3.0,2413.0,0.0,1.0,12.0,1.0,0.0,1.0,4.0,2.0,5.0,6.0,7.0,14.0,7.0,32.0,1.0,10.0,4.0,1.0,13.0,6.0,0.0,17.0,5.0,0.0,0.0,0.0,52.0,30.0,25.0
1,Alavés,3,2019-08-31,19:00:00,Away,Getafe,1,1,1.0,0.96,0.04285714285714286,1.0,15.0,1.0,3.0,0.0,574.0,10.0,6.0,6.0,0.9,0.9,24.0,2.0,336.0,58.0,284.0,12.0,2779.0,0.4,10.0,41.0,10.0,2.0,1.0,18.0,4.0,3.0,5.0,4.0,8.0,4.0,8.0,1.0,21.0,7.0,3.0,26.0,6.0,0.0,11.0,3.0,0.0,0.0,0.0,45.0,25.0,30.0
0,Real Betis,3,2019-08-31,21:00:00,Home,Leganés,2,1,1.4,2.15,0.10764705882352942,2.0,17.0,5.0,4.0,0.0,659.0,8.0,6.0,7.0,2.2,2.1,30.0,4.0,446.0,38.0,366.0,27.0,2684.0,1.8,14.0,26.0,13.0,2.0,1.0,19.0,11.0,3.0,4.0,4.0,10.0,6.0,25.0,1.0,29.0,5.0,5.0,16.0,10.0,0.0,14.0,3.0,0.0,0.0,0.0,46.0,21.0,10.0
1,Leganés,3,2019-08-31,21:00:00,Away,Real Betis,1,2,2.1,1.49,0.09722222222222222,0.0,19.0,7.0,2.0,0.0,377.0,15.0,9.0,16.0,1.6,0.30000000000000004,31.0,1.0,160.0,22.0,152.0,7.0,1593.0,0.4,8.0,12.0,3.0,0.0,0.0,21.0,8.0,1.0,7.0,5.0,16.0,11.0,22.0,0.0,24.0,4.0,4.0,10.0,4.0,0.0,15.0,1.0,0.0,0.0,0.0,36.0,10.0,21.0
0,Valencia,3,2019-09-01,17:00:00,Home,Mallorca,2,0,1.2,1.4400000000000002,0.015,0.0,12.0,1.0,1.0,0.0,584.0,12.0,10.0,7.0,1.5,0.4,22.0,0.0,414.0,49.0,377.0,22.0,2191.0,1.0,9.0,28.0,11.0,2.0,2.0,25.0,4.0,0.0,7.0,0.0,10.0,10.0,23.0,0.0,20.0,11.0,5.0,15.0,6.0,0.0,19.0,0.0,0.0,2.0,0.0,41.0,14.0,10.0
1,Mallorca,3,2019-09-01,17:00:00,Away,Valencia,0,2,2.3,2.1,0.3111111111111111,0.0,8.0,2.0,0.0,0.0,570.0,17.0,5.0,10.0,0.9,0.5,18.0,3.0,412.0,49.0,385.0,20.0,2265.0,0.30000000000000004,5.0,34.0,10.0,1.0,1.0,20.0,7.0,3.0,13.0,11.0,19.0,8.0,19.0,0.0,20.0,0.0,3.0,10.0,12.0,0.0,6.0,3.0,1.0,0.0,0.0,46.0,10.0,14.0
