,team,matchday,date,time,location,opponent,score,score_against,xg_against,xG,PSxG,assists,shots,shots_on_target,yellows,reds,touches,tackles,interceptions,blocks_by_player,non_penalty_expected_goals,expected_assisted_goals,shot_creating_actions,goal_creating_actions,passes_completed,progressive_passes,carries,progressive_carries,progressive_passing_distance,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,through_balls,crosses,corner_kicks,passes_offside,tackles_won,dribblers_tackled,dribbler_tackles_attempts,unsuccessful_dribbler_challenge,clearances,error_leading_to_opponent_shot,touches_in_attacking_penalty_area,player_take_ons_tackled,carries_into_penalty_box,failed_controls,dispossession_after_tackle,double_yellows,fouls,offsides,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerials_won,aerials_lost
0,Celta Vigo,9,2017-10-22,16:15:00,Home,Atlético Madrid,0,1,0.9,0.92,0.22,0.0,4.0,2.0,5.0,0.0,449.0,11.0,12.0,15.0,0.9,0.4,7.0,1.0,246.0,19.0,222.0,14.0,1723.0,0.4,3.0,17.0,3.0,1.0,1.0,13.0,4.0,1.0,6.0,4.0,17.0,13.0,26.0,0.0,5.0,6.0,1.0,15.0,7.0,0.0,19.0,1.0,0.0,0.0,0.0,37.0,12.0,20.0
1,Atlético Madrid,9,2017-10-22,16:15:00,Away,Celta Vigo,1,0,1.1,0.92,0.03888888888888889,0.0,19.0,8.0,3.0,0.0,778.0,13.0,8.0,4.0,1.1,0.8,34.0,0.0,580.0,61.0,423.0,27.0,3287.0,0.8,13.0,67.0,13.0,3.0,0.0,21.0,4.0,1.0,10.0,6.0,18.0,12.0,13.0,1.0,27.0,4.0,2.0,13.0,7.0,0.0,13.0,1.0,0.0,0.0,0.0,51.0,20.0,12.0
0,Leganés,9,2017-10-22,18:30:00,Home,Athletic Club,1,0,0.7,0.67,0.041666666666666664,0.0,7.0,1.0,4.0,0.0,611.0,26.0,16.0,14.0,0.7,0.5,14.0,0.0,374.0,30.0,300.0,10.0,2811.0,0.4,5.0,31.0,3.0,2.0,0.0,26.0,3.0,2.0,19.0,7.0,20.0,13.0,21.0,0.0,14.0,5.0,2.0,17.0,11.0,0.0,16.0,2.0,0.0,0.0,0.0,58.0,25.0,21.0
1,Athletic Club,9,2017-10-22,18:30:00,Away,Leganés,0,1,1.1,1.1600000000000001,0.078125,1.0,16.0,4.0,3.0,0.0,444.0,16.0,7.0,7.0,1.2000000000000002,0.9,27.0,2.0,220.0,24.0,187.0,14.0,1960.0,0.39999999999999997,9.0,18.0,3.0,1.0,0.0,13.0,4.0,3.0,8.0,5.0,12.0,7.0,33.0,1.0,16.0,7.0,4.0,21.0,19.0,0.0,15.0,3.0,0.0,0.0,0.0,63.0,21.0,25.0
0,Real Madrid,9,2017-10-22,20:45:00,Home,Eibar,3,0,0.3,0.27,0.01,0.0,9.0,2.0,1.0,0.0,565.0,15.0,23.0,10.0,0.2,0.1,10.0,0.0,372.0,33.0,290.0,17.0,2550.0,0.2,6.0,37.0,4.0,2.0,0.0,25.0,2.0,5.0,10.0,7.0,21.0,14.0,16.0,1.0,10.0,6.0,2.0,7.0,8.0,0.0,7.0,5.0,0.0,0.0,1.0,57.0,6.0,10.0
1,Eibar,9,2017-10-22,20:45:00,Away,Real Madrid,0,3,1.4,1.36,0.132,2.0,15.0,7.0,1.0,0.0,743.0,14.0,10.0,8.0,1.4,1.4,25.0,4.0,554.0,57.0,555.0,18.0,3845.0,1.2,11.0,49.0,10.0,3.0,2.0,13.0,5.0,4.0,10.0,6.0,16.0,10.0,21.0,0.0,24.0,7.0,5.0,14.0,8.0,0.0,9.0,4.0,0.0,0.0,0.0,56.0,10.0,6.0
0,Real Sociedad,9,2017-10-23,20:00:00,Home,Espanyol,1,1,0.5,0.51,0.14,1.0,4.0,1.0,4.0,0.0,501.0,18.0,16.0,14.0,0.4,0.4,8.0,2.0,283.0,15.0,246.0,4.0,2008.0,0.3,3.0,14.0,3.0,1.0,0.0,6.0,1.0,1.0,13.0,7.0,22.0,15.0,34.0,0.0,8.0,7.0,2.0,9.0,8.0,0.0,15.0,1.0,0.0,0.0,0.0,50.0,7.0,13.0
1,Espanyol,9,2017-10-23,20:00:00,Away,Real Sociedad,1,1,1.3,1.31,0.07500000000000001,1.0,19.0,5.0,4.0,1.0,706.0,15.0,10.0,9.0,1.2,1.0999999999999999,29.0,2.0,508.0,48.0,434.0,33.0,2831.0,0.8,12.0,34.0,7.0,4.0,0.0,28.0,10.0,2.0,10.0,7.0,10.0,3.0,13.0,0.0,26.0,7.0,3.0,17.0,11.0,1.0,11.0,2.0,0.0,0.0,0.0,60.0,13.0,7.0
0,Deportivo La Coruña,9,2017-10-23,21:00:00,Home,Girona,1,2,1.8,1.81,0.20153846153846156,0.0,12.0,5.0,8.0,0.0,472.0,15.0,18.0,5.0,0.9,0.9,25.0,3.0,252.0,25.0,248.0,20.0,2060.0,0.30000000000000004,11.0,19.0,6.0,1.0,1.0,14.0,7.0,1.0,12.0,6.0,14.0,8.0,38.0,0.0,20.0,8.0,5.0,11.0,9.0,0.0,16.0,1.0,1.0,1.0,0.0,59.0,17.0,6.0
1,Girona,9,2017-10-23,21:00:00,Away,Deportivo La Coruña,2,1,2.4,2.42,0.1878571428571429,0.0,14.0,5.0,3.0,0.0,641.0,17.0,8.0,7.0,1.7,0.8999999999999999,24.0,2.0,430.0,73.0,289.0,24.0,2663.0,0.8,10.0,42.0,12.0,5.0,0.0,33.0,9.0,5.0,11.0,8.0,19.0,11.0,23.0,0.0,26.0,6.0,3.0,11.0,9.0,0.0,9.0,5.0,1.0,1.0,0.0,57.0,6.0,17.0
0,Alavés,10,2017-10-28,13:00:00,Home,Valencia,1,2,1.0,0.8099999999999999,0.07066666666666667,1.0,16.0,6.0,5.0,0.0,502.0,15.0,26.0,7.0,0.9,0.7,23.0,1.0,281.0,25.0,265.0,6.0,2273.0,0.7000000000000001,8.0,24.0,6.0,3.0,0.0,14.0,6.0,1.0,10.0,5.0,17.0,12.0,20.0,1.0,20.0,4.0,4.0,21.0,14.0,0.0,19.0,1.0,0.0,1.0,0.0,58.0,15.0,18.0
1,Valencia,10,2017-10-28,13:00:00,Away,Alavés,2,1,0.9,1.12,0.20714285714285713,1.0,6.0,1.0,1.0,0.0,562.0,18.0,12.0,11.0,0.30000000000000004,0.30000000000000004,12.0,2.0,361.0,38.0,351.0,23.0,2799.0,0.6,4.0,24.0,7.0,3.0,1.0,16.0,4.0,1.0,15.0,4.0,18.0,14.0,20.0,0.0,14.0,5.0,2.0,21.0,10.0,0.0,18.0,1.0,0.0,0.0,0.0,56.0,18.0,15.0
0,Atlético Madrid,10,2017-10-28,18:30:00,Home,Villarreal,1,1,0.7,1.6400000000000001,0.08,1.0,18.0,5.0,0.0,0.0,575.0,21.0,16.0,16.0,1.7,1.2,33.0,2.0,351.0,43.0,322.0,30.0,2546.0,1.4,14.0,27.0,10.0,3.0,2.0,28.0,11.0,2.0,13.0,4.0,10.0,6.0,17.0,0.0,23.0,9.0,4.0,11.0,18.0,0.0,13.0,2.0,0.0,0.0,0.0,58.0,17.0,15.0
1,Villarreal,10,2017-10-28,18:30:00,Away,Atlético Madrid,1,1,1.6,0.66,0.03833333333333333,1.0,12.0,4.0,4.0,0.0,648.0,27.0,14.0,10.0,0.7000000000000001,0.5,22.0,2.0,423.0,37.0,398.0,14.0,2851.0,0.8,9.0,25.0,5.0,1.0,1.0,11.0,6.0,0.0,19.0,9.0,21.0,12.0,25.0,0.0,16.0,4.0,2.0,9.0,17.0,0.0,20.0,0.0,0.0,0.0,0.0,52.0,15.0,17.0
0,Athletic Club,10,2017-10-28,20:45:00,Home,Barcelona,0,2,2.7,1.1300000000000001,0.07411764705882352,0.0,17.0,5.0,1.0,0.0,509.0,20.0,14.0,21.0,1.1,0.9,28.0,0.0,292.0,50.0,267.0,18.0,2500.0,0.7,12.0,34.0,7.0,5.0,3.0,33.0,6.0,6.0,9.0,6.0,25.0,19.0,11.0,0.0,18.0,9.0,2.0,11.0,8.0,0.0,15.0,6.0,0.0,0.0,0.0,56.0,14.0,15.0
1,Barcelona,10,2017-10-28,20:45:00,Away,Athletic Club,2,0,1.1,2.04,0.026250000000000002,1.0,17.0,5.0,4.0,0.0,696.0,17.0,11.0,9.0,2.8,1.8,33.0,3.0,483.0,41.0,371.0,21.0,3034.0,0.8,11.0,35.0,13.0,0.0,1.0,7.0,4.0,5.0,9.0,9.0,21.0,12.0,23.0,0.0,22.0,6.0,1.0,7.0,14.0,0.0,12.0,5.0,0.0,0.0,0.0,51.0,15.0,14.0
0,Sevilla,10,2017-10-28,22:30:00,Home,Leganés,2,1,1.2,1.12,0.09000000000000001,0.0,9.0,0.0,3.0,0.0,478.0,19.0,6.0,6.0,0.4,0.30000000000000004,16.0,2.0,235.0,26.0,230.0,8.0,1944.0,0.7000000000000001,5.0,24.0,5.0,3.0,0.0,28.0,6.0,0.0,14.0,9.0,18.0,9.0,13.0,0.0,17.0,7.0,3.0,23.0,16.0,0.0,19.0,0.0,1.0,0.0,0.0,59.0,23.0,17.0
1,Leganés,10,2017-10-28,22:30:00,Away,Sevilla,1,2,1.7,1.69,0.19,1.0,9.0,5.0,0.0,0.0,715.0,23.0,12.0,15.0,1.7,0.7999999999999999,13.0,3.0,462.0,42.0,366.0,20.0,2816.0,0.5,5.0,30.0,8.0,2.0,1.0,13.0,5.0,4.0,11.0,7.0,13.0,6.0,39.0,0.0,21.0,9.0,8.0,17.0,10.0,0.0,16.0,4.0,0.0,1.0,0.0,55.0,17.0,23.0
0,Getafe,10,2017-10-29,12:00:00,Home,Real Sociedad,2,1,1.2,2.16,0.23700000000000002,1.0,9.0,4.0,3.0,0.0,466.0,19.0,10.0,11.0,1.4,1.3,15.0,4.0,258.0,37.0,210.0,10.0,2299.0,1.0999999999999999,7.0,27.0,6.0,2.0,1.0,20.0,8.0,6.0,16.0,6.0,18.0,12.0,15.0,0.0,16.0,5.0,5.0,11.0,10.0,0.0,19.0,6.0,1.0,0.0,0.0,57.0,8.0,16.0
1,Real Sociedad,10,2017-10-29,12:00:00,Away,Getafe,1,2,2.2,1.21,0.10428571428571429,1.0,15.0,4.0,2.0,0.0,566.0,15.0,9.0,8.0,1.3,1.1,25.0,2.0,356.0,33.0,291.0,20.0,3038.0,0.6000000000000001,11.0,27.0,7.0,2.0,0.0,17.0,7.0,3.0,13.0,5.0,10.0,5.0,22.0,0.0,14.0,6.0,4.0,15.0,13.0,0.0,16.0,3.0,0.0,1.0,0.0,52.0,16.0,8.0
0,Girona,10,2017-10-29,16:15:00,Home,Real Madrid,2,1,1.5,2.15,0.12714285714285714,1.0,15.0,4.0,2.0,0.0,502.0,20.0,14.0,10.0,2.1,1.7,21.0,3.0,295.0,43.0,250.0,15.0,2686.0,0.2,9.0,32.0,5.0,1.0,2.0,15.0,2.0,1.0,13.0,10.0,29.0,19.0,28.0,0.0,16.0,4.0,5.0,15.0,12.0,0.0,21.0,1.0,0.0,0.0,0.0,54.0,12.0,10.0
1,Real Madrid,10,2017-10-29,16:15:00,Away,Girona,1,2,2.2,1.5,0.09571428571428572,0.0,14.0,5.0,1.0,0.0,700.0,16.0,13.0,10.0,1.5,0.8,27.0,1.0,494.0,66.0,444.0,30.0,3080.0,1.1,11.0,37.0,11.0,1.0,7.0,19.0,7.0,4.0,13.0,4.0,15.0,11.0,17.0,1.0,38.0,10.0,11.0,9.0,10.0,0.0,11.0,4.0,0.0,0.0,0.0,46.0,10.0,12.0
0,Eibar,10,2017-10-29,18:30:00,Home,Levante,2,2,1.0,1.59,0.10733333333333332,0.0,16.0,6.0,1.0,0.0,754.0,16.0,22.0,9.0,1.7,0.8,30.0,3.0,512.0,51.0,408.0,17.0,3473.0,0.9,12.0,54.0,10.0,5.0,0.0,34.0,6.0,2.0,8.0,4.0,10.0,6.0,16.0,0.0,24.0,5.0,1.0,14.0,13.0,0.0,8.0,2.0,0.0,0.0,0.0,52.0,14.0,12.0
1,Levante,10,2017-10-29,18:30:00,Away,Eibar,2,2,1.6,0.98,0.52,2.0,3.0,2.0,3.0,0.0,431.0,18.0,6.0,12.0,1.0,1.0,6.0,4.0,186.0,11.0,195.0,4.0,1897.0,0.30000000000000004,3.0,12.0,3.0,2.0,2.0,6.0,2.0,5.0,12.0,5.0,20.0,15.0,46.0,0.0,8.0,4.0,1.0,15.0,12.0,0.0,16.0,5.0,0.0,0.0,0.0,42.0,12.0,14.0
0,Málaga,10,2017-10-29,20:45:00,Home,Celta Vigo,2,1,1.2,1.02,0.12000000000000001,1.0,10.0,2.0,3.0,0.0,711.0,17.0,17.0,7.0,1.0999999999999999,1.2,20.0,2.0,511.0,38.0,471.0,13.0,2891.0,1.2,8.0,27.0,4.0,3.0,0.0,12.0,1.0,4.0,11.0,6.0,13.0,7.0,20.0,0.0,16.0,6.0,2.0,14.0,9.0,0.0,12.0,4.0,0.0,1.0,0.0,51.0,17.0,9.0
1,Celta Vigo,10,2017-10-29,20:45:00,Away,Málaga,1,2,1.9,2.05,0.15133333333333335,0.0,14.0,2.0,2.0,0.0,447.0,15.0,15.0,11.0,1.4000000000000001,0.4,25.0,2.0,237.0,23.0,268.0,12.0,1323.0,0.7,8.0,20.0,7.0,2.0,1.0,15.0,4.0,0.0,11.0,6.0,14.0,8.0,22.0,0.0,21.0,6.0,4.0,16.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,52.0,9.0,17.0
0,Las Palmas,10,2017-10-30,20:00:00,Home,Deportivo La Coruña,1,3,1.7,1.74,0.13333333333333333,2.0,14.0,4.0,1.0,0.0,490.0,20.0,10.0,10.0,0.9,0.9,29.0,6.0,289.0,32.0,236.0,18.0,2217.0,0.7,14.0,32.0,5.0,2.0,0.0,19.0,5.0,0.0,15.0,5.0,20.0,15.0,21.0,0.0,20.0,5.0,8.0,13.0,10.0,0.0,15.0,0.0,1.0,0.0,0.0,57.0,10.0,9.0
1,Deportivo La Coruña,10,2017-10-30,20:00:00,Away,Las Palmas,3,1,0.6,0.62,0.07250000000000001,1.0,13.0,5.0,1.0,0.0,726.0,15.0,8.0,6.0,0.7,0.5,23.0,2.0,534.0,52.0,553.0,26.0,3285.0,0.4,8.0,33.0,5.0,0.0,1.0,21.0,8.0,2.0,10.0,5.0,13.0,8.0,19.0,0.0,22.0,5.0,8.0,22.0,15.0,0.0,11.0,2.0,0.0,1.0,0.0,57.0,9.0,10.0
0,Espanyol,10,2017-10-30,21:00:00,Home,Real Betis,1,0,0.4,0.29000000000000004,0.0475,0.0,9.0,4.0,5.0,0.0,734.0,17.0,11.0,11.0,0.2,0.30000000000000004,13.0,0.0,519.0,39.0,512.0,16.0,2695.0,0.30000000000000004,7.0,39.0,4.0,0.0,1.0,18.0,3.0,0.0,15.0,8.0,14.0,6.0,17.0,0.0,9.0,8.0,1.0,14.0,13.0,0.0,17.0,0.0,0.0,0.0,0.0,65.0,4.0,18.0
1,Real Betis,10,2017-10-30,21:00:00,Away,Espanyol,0,1,0.9,0.88,0.063,1.0,10.0,4.0,2.0,0.0,517.0,21.0,15.0,11.0,0.9,0.8,17.0,2.0,302.0,38.0,281.0,12.0,2380.0,0.8,10.0,27.0,5.0,2.0,1.0,21.0,5.0,4.0,14.0,8.0,19.0,11.0,19.0,0.0,16.0,8.0,4.0,12.0,9.0,0.0,10.0,4.0,0.0,0.0,0.0,68.0,18.0,4.0
0,Real Betis,11,2017-11-03,21:00:00,Home,Getafe,2,2,0.8,1.27,0.09142857142857143,2.0,15.0,4.0,2.0,0.0,819.0,16.0,6.0,6.0,1.2,1.2,28.0,4.0,631.0,64.0,658.0,34.0,3869.0,1.0,14.0,66.0,4.0,1.0,1.0,35.0,4.0,0.0,12.0,3.0,8.0,5.0,11.0,1.0,19.0,6.0,7.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,49.0,14.0,7.0
1,Getafe,11,2017-11-03,21:00:00,Away,Real Betis,2,2,1.3,0.8200000000000001,0.06777777777777777,1.0,9.0,2.0,6.0,0.0,348.0,16.0,16.0,6.0,0.6,0.7,18.0,4.0,158.0,18.0,132.0,11.0,1574.0,0.2,7.0,16.0,5.0,2.0,1.0,12.0,6.0,2.0,10.0,6.0,23.0,17.0,27.0,0.0,12.0,3.0,4.0,6.0,13.0,0.0,14.0,2.0,0.0,0.0,0.0,54.0,7.0,14.0
0,Valencia,11,2017-11-04,13:00:00,Home,Leganés,3,0,1.2,1.21,0.03461538461538462,0.0,13.0,6.0,2.0,0.0,529.0,15.0,17.0,11.0,1.2,0.4,22.0,0.0,318.0,37.0,331.0,12.0,2600.0,0.6000000000000001,8.0,25.0,9.0,5.0,2.0,19.0,7.0,2.0,9.0,2.0,10.0,8.0,12.0,0.0,17.0,10.0,1.0,8.0,16.0,0.0,13.0,2.0,0.0,1.0,0.0,64.0,13.0,9.0
1,Leganés,11,2017-11-04,13:00:00,Away,Valencia,0,3,2.2,2.15,0.21833333333333335,1.0,12.0,5.0,1.0,0.0,718.0,26.0,11.0,15.0,1.4,1.1,24.0,6.0,495.0,45.0,549.0,26.0,3007.0,0.5,10.0,31.0,6.0,1.0,1.0,13.0,4.0,2.0,17.0,10.0,20.0,10.0,35.0,1.0,15.0,2.0,5.0,14.0,13.0,0.0,11.0,2.0,1.0,0.0,0.0,67.0,9.0,13.0
0,Deportivo La Coruña,11,2017-11-04,16:15:00,Home,Atlético Madrid,0,1,0.5,0.51,0.05818181818181818,1.0,11.0,3.0,2.0,0.0,576.0,19.0,9.0,18.0,0.5,0.30000000000000004,21.0,2.0,332.0,32.0,344.0,11.0,2522.0,0.2,9.0,32.0,5.0,0.0,0.0,10.0,4.0,5.0,9.0,5.0,23.0,18.0,24.0,0.0,12.0,5.0,3.0,15.0,13.0,0.0,10.0,5.0,0.0,0.0,0.0,58.0,25.0,20.0
1,Atlético Madrid,11,2017-11-04,16:15:00,Away,Deportivo La Coruña,1,0,0.6,0.54,0.0,0.0,15.0,1.0,4.0,0.0,592.0,18.0,6.0,10.0,0.6000000000000001,0.6000000000000001,27.0,0.0,351.0,49.0,341.0,10.0,2830.0,0.4,11.0,30.0,5.0,2.0,2.0,18.0,4.0,1.0,13.0,5.0,15.0,10.0,26.0,0.0,11.0,5.0,2.0,16.0,14.0,0.0,17.0,1.0,0.0,0.0,0.0,56.0,20.0,25.0
0,Alavés,11,2017-11-04,18:30:00,Home,Espanyol,1,0,0.9,0.6900000000000001,0.03470588235294118,0.0,17.0,5.0,7.0,0.0,399.0,13.0,7.0,10.0,0.6000000000000001,0.4,25.0,1.0,208.0,22.0,225.0,8.0,2018.0,0.30000000000000004,10.0,17.0,3.0,0.0,0.0,10.0,3.0,3.0,9.0,6.0,16.0,10.0,36.0,0.0,10.0,3.0,2.0,17.0,9.0,0.0,29.0,3.0,0.0,0.0,0.0,46.0,15.0,11.0
1,Espanyol,11,2017-11-04,18:30:00,Away,Alavés,0,1,0.7,0.61,0.04875,0.0,9.0,3.0,2.0,1.0,633.0,12.0,6.0,7.0,0.9,0.5,13.0,0.0,437.0,48.0,457.0,14.0,3212.0,0.4,6.0,40.0,8.0,2.0,0.0,25.0,8.0,1.0,7.0,3.0,12.0,9.0,14.0,0.0,14.0,6.0,2.0,12.0,7.0,1.0,9.0,1.0,0.0,0.0,0.0,48.0,11.0,15.0
0,Barcelona,11,2017-11-04,20:45:00,Home,Sevilla,2,1,0.6,2.16,0.10666666666666666,1.0,18.0,5.0,1.0,0.0,704.0,16.0,8.0,12.0,2.1,1.7,28.0,4.0,522.0,59.0,403.0,30.0,3275.0,1.9000000000000001,12.0,45.0,14.0,1.0,2.0,7.0,3.0,2.0,12.0,4.0,12.0,8.0,8.0,1.0,30.0,10.0,9.0,10.0,19.0,0.0,10.0,2.0,0.0,0.0,0.0,65.0,4.0,8.0
1,Sevilla,11,2017-11-04,20:45:00,Away,Barcelona,1,2,2.1,0.5800000000000001,0.09571428571428572,1.0,8.0,3.0,0.0,0.0,672.0,29.0,19.0,15.0,0.6,0.5,14.0,2.0,482.0,41.0,458.0,22.0,2758.0,0.30000000000000004,7.0,30.0,6.0,0.0,3.0,12.0,3.0,5.0,20.0,10.0,29.0,19.0,14.0,1.0,15.0,4.0,6.0,17.0,12.0,0.0,12.0,5.0,0.0,0.0,0.0,56.0,8.0,4.0
0,Levante,11,2017-11-05,12:00:00,Home,Girona,1,2,1.5,1.48,0.16799999999999998,2.0,10.0,5.0,4.0,0.0,583.0,14.0,18.0,5.0,1.5,1.5,20.0,4.0,384.0,23.0,324.0,19.0,2172.0,0.9,9.0,16.0,6.0,2.0,1.0,14.0,2.0,2.0,12.0,6.0,11.0,5.0,28.0,0.0,15.0,3.0,4.0,7.0,7.0,0.0,16.0,2.0,0.0,0.0,0.0,54.0,14.0,11.0
1,Girona,11,2017-11-05,12:00:00,Away,Levante,2,1,0.8,0.3,0.135,1.0,7.0,4.0,3.0,0.0,541.0,10.0,8.0,5.0,0.8,0.8,12.0,2.0,354.0,58.0,333.0,16.0,2723.0,0.9,5.0,35.0,9.0,2.0,0.0,25.0,7.0,1.0,5.0,3.0,14.0,11.0,14.0,0.0,16.0,6.0,4.0,20.0,8.0,0.0,10.0,1.0,0.0,0.0,0.0,53.0,11.0,14.0
0,Celta Vigo,11,2017-11-05,16:15:00,Home,Athletic Club,3,1,0.9,0.88,0.06307692307692307,1.0,14.0,5.0,3.0,0.0,583.0,16.0,14.0,7.0,1.0,0.6,26.0,2.0,357.0,51.0,279.0,25.0,2703.0,0.9,9.0,36.0,8.0,4.0,1.0,35.0,6.0,0.0,10.0,2.0,9.0,7.0,18.0,0.0,23.0,4.0,1.0,28.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0,63.0,20.0,23.0
1,Athletic Club,11,2017-11-05,16:15:00,Away,Celta Vigo,1,3,1.0,0.97,0.20363636363636362,3.0,11.0,5.0,2.0,0.0,580.0,22.0,7.0,8.0,1.0,0.8,20.0,5.0,348.0,23.0,294.0,9.0,2304.0,0.6,8.0,17.0,7.0,4.0,1.0,14.0,3.0,4.0,13.0,4.0,15.0,11.0,40.0,0.0,10.0,2.0,2.0,13.0,14.0,0.0,13.0,4.0,0.0,0.0,0.0,54.0,23.0,20.0
0,Real Sociedad,11,2017-11-05,18:30:00,Home,Eibar,3,1,0.3,0.35000000000000003,0.10777777777777778,1.0,9.0,5.0,3.0,0.0,567.0,19.0,12.0,6.0,0.4,0.1,15.0,2.0,345.0,35.0,254.0,17.0,2345.0,0.1,5.0,25.0,5.0,3.0,0.0,22.0,6.0,4.0,14.0,9.0,20.0,11.0,24.0,1.0,17.0,4.0,4.0,22.0,11.0,0.0,17.0,4.0,0.0,0.0,0.0,50.0,11.0,8.0
1,Eibar,11,2017-11-05,18:30:00,Away,Real Sociedad,1,3,2.4,2.9899999999999998,0.3466666666666667,2.0,10.0,6.0,0.0,0.0,590.0,15.0,12.0,9.0,2.3000000000000003,1.7,17.0,4.0,377.0,27.0,317.0,28.0,2482.0,1.4000000000000001,7.0,20.0,5.0,2.0,1.0,17.0,3.0,5.0,10.0,4.0,9.0,5.0,16.0,0.0,17.0,9.0,5.0,26.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,56.0,8.0,11.0
0,Villarreal,11,2017-11-05,18:30:00,Home,Málaga,2,0,0.5,0.48,0.023,0.0,10.0,2.0,5.0,0.0,542.0,19.0,19.0,9.0,0.6000000000000001,0.5,18.0,0.0,297.0,39.0,274.0,12.0,2060.0,0.7,10.0,38.0,7.0,3.0,0.0,20.0,4.0,3.0,16.0,5.0,12.0,7.0,34.0,0.0,14.0,5.0,4.0,16.0,12.0,0.0,12.0,3.0,0.0,0.0,0.0,51.0,9.0,18.0
1,Málaga,11,2017-11-05,18:30:00,Away,Villarreal,0,2,1.2,1.18,0.07307692307692308,2.0,14.0,3.0,2.0,0.0,644.0,17.0,11.0,13.0,1.2,1.1,25.0,4.0,413.0,50.0,327.0,19.0,2650.0,0.7,12.0,32.0,5.0,0.0,1.0,14.0,6.0,9.0,12.0,5.0,11.0,6.0,32.0,0.0,20.0,5.0,6.0,12.0,14.0,0.0,18.0,9.0,0.0,0.0,0.0,65.0,18.0,9.0
0,Real Madrid,11,2017-11-05,20:45:00,Home,Las Palmas,3,0,0.2,0.13,0.15,0.0,3.0,1.0,1.0,0.0,621.0,21.0,15.0,19.0,0.2,0.1,6.0,0.0,404.0,32.0,355.0,15.0,2861.0,0.1,3.0,20.0,5.0,2.0,0.0,7.0,2.0,3.0,13.0,5.0,18.0,13.0,43.0,0.0,12.0,7.0,4.0,14.0,15.0,0.0,9.0,3.0,0.0,0.0,0.0,51.0,6.0,4.0
1,Las Palmas,11,2017-11-05,20:45:00,Away,Real Madrid,0,3,2.2,2.16,0.09444444444444444,1.0,27.0,9.0,2.0,0.0,805.0,22.0,17.0,9.0,2.1,1.9000000000000001,53.0,6.0,609.0,77.0,482.0,34.0,3129.0,1.4000000000000001,21.0,70.0,14.0,7.0,1.0,33.0,9.0,6.0,15.0,7.0,19.0,12.0,12.0,0.0,29.0,5.0,6.0,10.0,16.0,0.0,9.0,6.0,0.0,0.0,0.0,67.0,4.0,6.0
0,Girona,12,2017-11-17,21:00:00,Home,Real Sociedad,1,1,1.4,1.19,0.11923076923076924,1.0,14.0,4.0,4.0,0.0,566.0,13.0,13.0,11.0,1.2000000000000002,1.0999999999999999,23.0,2.0,360.0,46.0,385.0,16.0,3340.0,1.3,11.0,47.0,11.0,7.0,1.0,23.0,3.0,3.0,7.0,5.0,22.0,17.0,13.0,1.0,16.0,10.0,2.0,13.0,8.0,0.0,28.0,3.0,0.0,0.0,0.0,59.0,18.0,9.0
1,Real Sociedad,12,2017-11-17,21:00:00,Away,Girona,1,1,1.2,1.38,0.10285714285714286,1.0,14.0,5.0,2.0,0.0,501.0,18.0,9.0,6.0,1.3,1.0,24.0,2.0,284.0,31.0,285.0,23.0,2118.0,0.4,11.0,20.0,7.0,1.0,2.0,14.0,6.0,6.0,14.0,10.0,21.0,11.0,28.0,0.0,21.0,5.0,5.0,16.0,8.0,0.0,10.0,6.0,0.0,0.0,0.0,50.0,9.0,18.0
0,Getafe,12,2017-11-18,13:00:00,Home,Alavés,4,1,0.8,0.77,0.10899999999999999,1.0,11.0,5.0,3.0,0.0,578.0,21.0,15.0,7.0,0.6000000000000001,0.8,20.0,2.0,342.0,31.0,320.0,17.0,2587.0,0.30000000000000004,10.0,34.0,3.0,3.0,1.0,19.0,5.0,1.0,16.0,7.0,17.0,10.0,19.0,0.0,14.0,2.0,2.0,18.0,10.0,0.0,14.0,1.0,0.0,1.0,0.0,61.0,11.0,15.0
1,Alavés,12,2017-11-18,13:00:00,Away,Getafe,1,4,3.2,3.79,0.2776923076923077,2.0,12.0,7.0,3.0,0.0,481.0,12.0,11.0,16.0,2.6,2.2,24.0,7.0,249.0,33.0,251.0,15.0,2126.0,1.4,10.0,20.0,8.0,5.0,1.0,18.0,4.0,1.0,7.0,2.0,9.0,7.0,29.0,0.0,22.0,7.0,4.0,15.0,14.0,0.0,18.0,1.0,1.0,0.0,0.0,67.0,15.0,11.0
0,Leganés,12,2017-11-18,16:15:00,Home,Barcelona,0,3,2.6,2.78,0.2381818181818182,0.0,11.0,6.0,2.0,0.0,761.0,30.0,12.0,16.0,2.8,0.9,17.0,3.0,539.0,46.0,490.0,19.0,3397.0,0.7,5.0,39.0,9.0,1.0,3.0,7.0,3.0,5.0,22.0,12.0,20.0,8.0,18.0,0.0,22.0,8.0,3.0,18.0,18.0,0.0,10.0,5.0,0.0,0.0,0.0,60.0,9.0,3.0
